,ProjectName,methodName,methodBody,methodBodyLength,TotalMN,Prefix,Rank,AllOccurrance
40,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get secure port,@ override public int   (  )  {  return secure   port ;   }  ,61,3,secure,2,[40]
41,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get secure port,@ override public int   (  )  {  return secure   port ;   }  ,61,3,port,3,[49]
42,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get secure port enabled,@ override public boolean   (  )  {  return secure   port   enabled ;   }  ,75,4,get,1,[]
43,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get secure port enabled,@ override public boolean   (  )  {  return secure   port   enabled ;   }  ,75,4,secure,2,[44]
44,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get secure port enabled,@ override public boolean   (  )  {  return secure   port   enabled ;   }  ,75,4,port,3,[53]
45,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get secure port enabled,@ override public boolean   (  )  {  return secure   port   enabled ;   }  ,75,4,enabled,4,[60]
46,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get secure virtual host name,"@ override public  string   (  )  {  return  ( get host name ( false )   +  "":""  +  get secure port (  )  )  ;   }  ",116,5,get,1,"[47, 84]"
47,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get secure virtual host name,"@ override public  string   (  )  {  return  ( get host name ( false )   +  "":""  +  get secure port (  )  )  ;   }  ",116,5,secure,2,[88]
48,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get secure virtual host name,"@ override public  string   (  )  {  return  ( get host name ( false )   +  "":""  +  get secure port (  )  )  ;   }  ",116,5,virtual,3,[]
49,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get secure virtual host name,"@ override public  string   (  )  {  return  ( get host name ( false )   +  "":""  +  get secure port (  )  )  ;   }  ",116,5,host,4,[51]
50,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get secure virtual host name,"@ override public  string   (  )  {  return  ( get host name ( false )   +  "":""  +  get secure port (  )  )  ;   }  ",116,5,name,5,[56]
51,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get virtual host name,"@ override public  string   (  )  {  return  ( get host name ( false )   +  "":""  +  get non secure port (  )  )  ;   }  ",120,4,get,1,"[47, 84]"
52,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get virtual host name,"@ override public  string   (  )  {  return  ( get host name ( false )   +  "":""  +  get non secure port (  )  )  ;   }  ",120,4,virtual,2,[]
53,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get virtual host name,"@ override public  string   (  )  {  return  ( get host name ( false )   +  "":""  +  get non secure port (  )  )  ;   }  ",120,4,host,3,[51]
54,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,get virtual host name,"@ override public  string   (  )  {  return  ( get host name ( false )   +  "":""  +  get non secure port (  )  )  ;   }  ",120,4,name,4,[56]
55,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,is instance enabled onit,@ override public boolean   (  )  {  return instance   enabled   on   init ;   }  ,82,4,is,1,[]
56,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,is instance enabled onit,@ override public boolean   (  )  {  return instance   enabled   on   init ;   }  ,82,4,instance,2,[44]
57,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,is instance enabled onit,@ override public boolean   (  )  {  return instance   enabled   on   init ;   }  ,82,4,enabled,3,[55]
58,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,is instance enabled onit,@ override public boolean   (  )  {  return instance   enabled   on   init ;   }  ,82,4,onit,4,[]
59,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,is non secure port enabled,@ override public boolean   (  )  {  return non   secure   port   enabled ;   }  ,81,5,is,1,[]
60,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,is non secure port enabled,@ override public boolean   (  )  {  return non   secure   port   enabled ;   }  ,81,5,non,2,[44]
61,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,is non secure port enabled,@ override public boolean   (  )  {  return non   secure   port   enabled ;   }  ,81,5,secure,3,[50]
62,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,is non secure port enabled,@ override public boolean   (  )  {  return non   secure   port   enabled ;   }  ,81,5,port,4,[59]
63,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AbstractInstanceConfig.java,is non secure port enabled,@ override public boolean   (  )  {  return non   secure   port   enabled ;   }  ,81,5,enabled,5,[66]
64,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java, amazon info,"public   ( @ json property ( ""name"" )   string name @ json property ( ""metadata"" )   map <  string  string >  metadata )  {  this . metadata = metadata ;   }  ",159,2,amazon,1,[]
65,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java, amazon info,"public   ( @ json property ( ""name"" )   string name @ json property ( ""metadata"" )   map <  string  string >  metadata )  {  this . metadata = metadata ;   }  ",159,2,info,2,[]
66,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java, builder,private   (  )  {  result = new  amazon info (  )  ;   }  ,58,1,builder,1,[]
67,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java, meta data key,  (  string name  string path )  {  this . name = name ;  this . path = path ;   }  ,84,3,meta,1,[]
68,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java, meta data key,  (  string name  string path )  {  this . name = name ;  this . path = path ;   }  ,84,3,data,2,[]
69,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java, meta data key,  (  string name  string path )  {  this . name = name ;  this . path = path ;   }  ,84,3,key,3,[]
70,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,add metadata,public  builder   (  meta data key key  string value )  {  result . metadata . put ( key . get name (  )  value )  ;  return this ;   }  ,137,2,add,1,[]
71,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,add metadata,public  builder   (  meta data key key  string value )  {  result . metadata . put ( key . get name (  )  value )  ;  return this ;   }  ,137,2,metadata,2,[68]
72,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,auto build,"public  amazon info   (  string namespace )  {  if  ( config  =  =  null )   {  config = new  archaius1 amazon info config ( namespace )  ;   }  for  (   meta data key key :  meta data key . values (  )  )   {  int num of retries = config . get num retries (  )  ;  while  ( num of retries -  -   >  0 )   {  try  {   string mac = null ;  if  ( key  =  =   meta data key . vpc id )   {  mac = result . metadata . get (  meta data key . mac . get name (  )  )  ;   }  url url = key . geturl ( null mac )  ;   string value =  amazon info utils . read ec2 metadata url ( key url config . get connect timeout (  )  config . get read timeout (  )  )  ;  if  ( value  !  =  null )   {  result . metadata . put ( key . get name (  )  value )  ;   }  break ;   }  catch  (   throwable e )   {  if  ( config . should log amazon metadata errors (  )  )   {  logger . warn ( "" cannot get the value for the metadata key:  {  }   reason :"" key e )  ;   }  if  ( num of retries  >  =  0 )   {  try  {   thread . sleep ( sleep   time   ms )  ;   }  catch  (   interrupted exception e1 )   {   }  continue ;   }   }   }  if  ( key  =  =   meta data key . instance id && config . should fail fast on first load (  )  &&  ! result . metadata . contains key (  meta data key . instance id . get name (  )  )  )   {  logger . warn ( "" skipping the rest of  amazon info init as we were not able to load instance id after ""  +  ""the configured number of retries:  {  }   per fail fast configuration:  {  } "" config . get num retries (  )  config . should fail fast on first load (  )  )  ;  break ;   }   }  return result ;   }  ",1607,2,auto,1,[]
73,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,auto build,"public  amazon info   (  string namespace )  {  if  ( config  =  =  null )   {  config = new  archaius1 amazon info config ( namespace )  ;   }  for  (   meta data key key :  meta data key . values (  )  )   {  int num of retries = config . get num retries (  )  ;  while  ( num of retries -  -   >  0 )   {  try  {   string mac = null ;  if  ( key  =  =   meta data key . vpc id )   {  mac = result . metadata . get (  meta data key . mac . get name (  )  )  ;   }  url url = key . geturl ( null mac )  ;   string value =  amazon info utils . read ec2 metadata url ( key url config . get connect timeout (  )  config . get read timeout (  )  )  ;  if  ( value  !  =  null )   {  result . metadata . put ( key . get name (  )  value )  ;   }  break ;   }  catch  (   throwable e )   {  if  ( config . should log amazon metadata errors (  )  )   {  logger . warn ( "" cannot get the value for the metadata key:  {  }   reason :"" key e )  ;   }  if  ( num of retries  >  =  0 )   {  try  {   thread . sleep ( sleep   time   ms )  ;   }  catch  (   interrupted exception e1 )   {   }  continue ;   }   }   }  if  ( key  =  =   meta data key . instance id && config . should fail fast on first load (  )  &&  ! result . metadata . contains key (  meta data key . instance id . get name (  )  )  )   {  logger . warn ( "" skipping the rest of  amazon info init as we were not able to load instance id after ""  +  ""the configured number of retries:  {  }   per fail fast configuration:  {  } "" config . get num retries (  )  config . should fail fast on first load (  )  )  ;  break ;   }   }  return result ;   }  ",1607,2,build,2,[]
74,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,build,public  amazon info   (  )  {  return result ;   }  ,52,1,build,1,[]
75,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,equals,@ override public boolean   (  object o )  {  if  ( this  =  =  o )  return true ;  if  (  !  ( o instanceof  amazon info )  )  return false ;   amazon info that =  (  amazon info ) o ;  if  ( metadata  !  =  null  ?   ! metadata . equals ( that . metadat,255,1,equals,1,[232]
76,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,get,public  string   (  meta data key key )  {  return metadata . get ( key . get name (  )  )  ;   }  ,99,1,get,1,"[62, 74]"
77,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,get id,@ override @ json ignore public  string   (  )  {  return get (  meta data key . instance id )  ;   }  ,103,2,get,1,[58]
78,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,get id,@ override @ json ignore public  string   (  )  {  return get (  meta data key . instance id )  ;   }  ,103,2,id,2,"[7, 90]"
79,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,get metadata,"@ json property ( ""metadata"" )  public  map <  string  string >    (  )  {  return metadata ;   }  ",99,2,get,1,[]
80,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,get metadata,"@ json property ( ""metadata"" )  public  map <  string  string >    (  )  {  return metadata ;   }  ",99,2,metadata,2,"[19, 83]"
81,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,get name,@ override public  name   (  )  {  return  name .  amazon ;   }  ,65,2,get,1,[]
82,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,get name,@ override public  name   (  )  {  return  name .  amazon ;   }  ,65,2,name,2,"[19, 43]"
83,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,geturl,public url   (  string prepend  string append )  throws  malformedurl exception  {  return new url ( aws   metadata   url  +  path  +  name )  ;   }  ,150,1,geturl,1,[]
84,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,hash code,@ override public int   (  )  {  return metadata  !  =  null  ?  metadata . hash code (  )  : 0 ;   }  ,103,2,hash,1,[76]
85,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,hash code,@ override public int   (  )  {  return metadata  !  =  null  ?  metadata . hash code (  )  : 0 ;   }  ,103,2,code,2,[81]
86,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,new builder,public static  builder   (  )  {  return new  builder (  )  ;   }  ,67,2,new,1,[41]
87,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,new builder,public static  builder   (  )  {  return new  builder (  )  ;   }  ,67,2,builder,2,"[15, 46]"
88,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,read,public  string   (  input stream input stream )  throws io exception  {   buffered reader br = new  buffered reader ( new  input stream reader ( input stream )  )  ;   string to return ;  try  {   string line = br . read line (  )  ;  to return = line ;  while  ( line  !  =  null )   {  line = br . read line (  )  ;   }  return to return ;   }  finally  {  br . close (  )  ;   }   }  ,387,1,read,1,"[83, 109, 136, 216, 300]"
89,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,set metadata,public void   (  map <  string  string >  metadata map )  {  this . metadata = metadata map ;   }  ,99,2,set,1,[]
90,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,set metadata,public void   (  map <  string  string >  metadata map )  {  this . metadata = metadata map ;   }  ,99,2,metadata,2,"[42, 68, 79]"
91,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,to string,"@ override public  string   (  )  {  return "" amazon info { ""  +  ""metadata = ""  +  metadata  +  ' } ' ;   }  ",110,2,to,1,[]
92,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,to string,"@ override public  string   (  )  {  return "" amazon info { ""  +  ""metadata = ""  +  metadata  +  ' } ' ;   }  ",110,2,string,2,[19]
93,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,with amazon info config,public  builder   (  amazon info config config )  {  this . config = config ;  return this ;   }  ,98,4,with,1,[]
94,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,with amazon info config,public  builder   (  amazon info config config )  {  this . config = config ;  return this ;   }  ,98,4,amazon,2,[21]
95,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,with amazon info config,public  builder   (  amazon info config config )  {  this . config = config ;  return this ;   }  ,98,4,info,3,[28]
96,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\AmazonInfo.java,with amazon info config,public  builder   (  amazon info config config )  {  this . config = config ;  return this ;   }  ,98,4,config,4,"[33, 40, 60, 69]"
97,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\Archaius1AmazonInfoConfig.java, archaius amazon info config,"public   (  string namespace )  {  this . namespace = namespace . ends with ( "" . "" )   ?  namespace : namespace  +  "" . "" ;  this . config instance =  archaius1 utils . init config (  common constants . config   file   name )  ;   }  ",235,4,archaius,1,[152]
98,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\Archaius1AmazonInfoConfig.java, archaius amazon info config,"public   (  string namespace )  {  this . namespace = namespace . ends with ( "" . "" )   ?  namespace : namespace  +  "" . "" ;  this . config instance =  archaius1 utils . init config (  common constants . config   file   name )  ;   }  ",235,4,amazon,2,[]
99,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\Archaius1AmazonInfoConfig.java, archaius amazon info config,"public   (  string namespace )  {  this . namespace = namespace . ends with ( "" . "" )   ?  namespace : namespace  +  "" . "" ;  this . config instance =  archaius1 utils . init config (  common constants . config   file   name )  ;   }  ",235,4,info,3,[]
100,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\Archaius1AmazonInfoConfig.java, archaius amazon info config,"public   (  string namespace )  {  this . namespace = namespace . ends with ( "" . "" )   ?  namespace : namespace  +  "" . "" ;  this . config instance =  archaius1 utils . init config (  common constants . config   file   name )  ;   }  ",235,4,config,4,"[133, 175, 204]"
101,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\appinfo\Archaius1AmazonInfoConfig.java,get connect timeout,@ override public int   (  )  {  return config instance . get int property ( namespace  +  connect   timeout   key  values . default   connect   timeout )  . get (  )  ;   }  ,175,3,get,1,"[58, 158]"
