,ProjectName,methodName,methodBody,methodBodyLength,TotalMN,Prefix,Rank,AllOccurrance
17,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,add parent watcher,void   (  watcher watcher )  {  parent watchers . offer ( watcher )  ;   }  ,15,3,parent,2,[7]
18,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,add parent watcher,void   (  watcher watcher )  {  parent watchers . offer ( watcher )  ;   }  ,15,3,watcher,3,"[3, 4, 12]"
19,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,call,@ override public  string   (  )  {  new connection string . set ( zoo keeper . get new connection string (  )  )  ;  return new connection string . get (  )  ;   }  ,34,1,call,1,[]
20,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,check state,"private boolean   (  event .  keeper state state boolean was connected )  {  boolean is connected = was connected ;  boolean check new connection string = true ;  switch  ( state )   {  default : case  disconnected:  {  is connected = false ;  break ;   }  case  sync connected: case  connected read only:  {  is connected = true ;  break ;   }  case  auth failed:  {  is connected = false ;  log . error ( "" authentication failed"" )  ;  break ;   }  case  expired:  {  is connected = false ;  check new connection string = false ;  handle expired session (  )  ;  break ;   }  case  sasl authenticated:  {  break ;   }   }  if  ( state  !  =   event .  keeper state .  expired )   {  new  event trace ( state . to string (  )  tracer . get (  )  get session id (  )  )  . commit (  )  ;   }  if  ( check new connection string )   {   string new connection string = zoo keeper . get new connection string (  )  ;  if  ( new connection string  !  =  null )   {  handle new connection string ( new connection string )  ;   }   }  return is connected ;   }  ",205,2,check,1,"[22, 92, 158]"
21,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,check state,"private boolean   (  event .  keeper state state boolean was connected )  {  boolean is connected = was connected ;  boolean check new connection string = true ;  switch  ( state )   {  default : case  disconnected:  {  is connected = false ;  break ;   }  case  sync connected: case  connected read only:  {  is connected = true ;  break ;   }  case  auth failed:  {  is connected = false ;  log . error ( "" authentication failed"" )  ;  break ;   }  case  expired:  {  is connected = false ;  check new connection string = false ;  handle expired session (  )  ;  break ;   }  case  sasl authenticated:  {  break ;   }   }  if  ( state  !  =   event .  keeper state .  expired )   {  new  event trace ( state . to string (  )  tracer . get (  )  get session id (  )  )  . commit (  )  ;   }  if  ( check new connection string )   {   string new connection string = zoo keeper . get new connection string (  )  ;  if  ( new connection string  !  =  null )   {  handle new connection string ( new connection string )  ;   }   }  return is connected ;   }  ",205,2,state,2,"[7, 8, 31, 118, 124, 133]"
22,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,check timeouts,"private synchronized void   (  )  throws  exception  {  final  atomic reference <  string >  new connection string = new  atomic reference <  >  (  )  ;   callable <  string >  has new connection string = new  callable <  string >  (  )  {  @ override public  string call (  )  {  new connection string . set ( zoo keeper . get new connection string (  )  )  ;  return new connection string . get (  )  ;   }   }   ;  int last negotiated session timeout ms = get last negotiated session timeout ms (  )  ;  int use session timeout ms =  ( last negotiated session timeout ms  >  0 )   ?  last negotiated session timeout ms : session timeout ms ;   connection handling policy .  check timeouts result result = connection handling policy . check timeouts ( has new connection string connection start ms use session timeout ms connection timeout ms )  ;  switch  ( result )   {  default : case nop:  {  break ;   }  case new   connection   string:  {  handle new connection string ( new connection string . get (  )  )  ;  break ;   }  case reset   connection:  {  if  (  !  boolean . get boolean (  debug utils . property   dont   log   connection   issues )  )   {  long elapsed =  system . current time millis (  )   -  connection start ms ;  int max timeout =  math . max ( use session timeout ms connection timeout ms )  ;  log . warn (  string . format ( "" connection attempt unsuccessful after %d  ( greater than max timeout of %d )  .   resetting connection and trying again with a new connection . "" elapsed max timeout )  )  ;   }  reset (  )  ;  break ;   }  case connection   timeout:  {   keeper exception .  connection loss exception connection loss exception = new  curator connection loss exception (  )  ;  if  (  !  boolean . get boolean (  debug utils . property   dont   log   connection   issues )  )   {  long elapsed =  system . current time millis (  )   -  connection start ms ;  log . error (  string . format ( "" connection timed out for connection string  ( %s )  and timeout  ( %d )   /  elapsed  ( %d ) "" zoo keeper . get connection string (  )  connection timeout ms elapsed )  connection loss exception )  ;   }  new  event trace ( ""connections - timed - out"" tracer . get (  )  get session id (  )  )  . commit (  )  ;  throw connection loss exception ;   }  case session   timeout:  {  handle expired session (  )  ;  break ;   }   }   }  ",442,2,check,1,"[127, 136]"
23,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,check timeouts,"private synchronized void   (  )  throws  exception  {  final  atomic reference <  string >  new connection string = new  atomic reference <  >  (  )  ;   callable <  string >  has new connection string = new  callable <  string >  (  )  {  @ override public  string call (  )  {  new connection string . set ( zoo keeper . get new connection string (  )  )  ;  return new connection string . get (  )  ;   }   }   ;  int last negotiated session timeout ms = get last negotiated session timeout ms (  )  ;  int use session timeout ms =  ( last negotiated session timeout ms  >  0 )   ?  last negotiated session timeout ms : session timeout ms ;   connection handling policy .  check timeouts result result = connection handling policy . check timeouts ( has new connection string connection start ms use session timeout ms connection timeout ms )  ;  switch  ( result )   {  default : case nop:  {  break ;   }  case new   connection   string:  {  handle new connection string ( new connection string . get (  )  )  ;  break ;   }  case reset   connection:  {  if  (  !  boolean . get boolean (  debug utils . property   dont   log   connection   issues )  )   {  long elapsed =  system . current time millis (  )   -  connection start ms ;  int max timeout =  math . max ( use session timeout ms connection timeout ms )  ;  log . warn (  string . format ( "" connection attempt unsuccessful after %d  ( greater than max timeout of %d )  .   resetting connection and trying again with a new connection . "" elapsed max timeout )  )  ;   }  reset (  )  ;  break ;   }  case connection   timeout:  {   keeper exception .  connection loss exception connection loss exception = new  curator connection loss exception (  )  ;  if  (  !  boolean . get boolean (  debug utils . property   dont   log   connection   issues )  )   {  long elapsed =  system . current time millis (  )   -  connection start ms ;  log . error (  string . format ( "" connection timed out for connection string  ( %s )  and timeout  ( %d )   /  elapsed  ( %d ) "" zoo keeper . get connection string (  )  connection timeout ms elapsed )  connection loss exception )  ;   }  new  event trace ( ""connections - timed - out"" tracer . get (  )  get session id (  )  )  . commit (  )  ;  throw connection loss exception ;   }  case session   timeout:  {  handle expired session (  )  ;  break ;   }   }   }  ",442,2,timeouts,2,"[128, 137]"
24,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,close,"@ override public void   (  )  throws io exception  {  log . debug ( "" closing"" )  ;   closeable utils . close quietly ( ensemble provider )  ;  try  {  zoo keeper . close and clear (  )  ;   }  catch  (   exception e )   {   thread utils . check interrup",51,1,close,1,"[22, 34]"
25,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get ensemble provider, ensemble provider   (  )  {  return ensemble provider ;   }  ,10,3,get,1,[]
26,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get ensemble provider, ensemble provider   (  )  {  return ensemble provider ;   }  ,10,3,ensemble,2,"[1, 7]"
27,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get ensemble provider, ensemble provider   (  )  {  return ensemble provider ;   }  ,10,3,provider,3,"[2, 8]"
28,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get instance index,long   (  )  {  return instance index . get (  )  ;   }  ,13,3,get,1,[9]
29,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get instance index,long   (  )  {  return instance index . get (  )  ;   }  ,13,3,instance,2,[6]
30,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get instance index,long   (  )  {  return instance index . get (  )  ;   }  ,13,3,index,3,[7]
31,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get last negotiated session timeout ms,int   (  )  {  return last negotiated session timeout ms . get (  )  ;   }  ,16,6,get,1,[12]
32,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get last negotiated session timeout ms,int   (  )  {  return last negotiated session timeout ms . get (  )  ;   }  ,16,6,last,2,[6]
33,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get last negotiated session timeout ms,int   (  )  {  return last negotiated session timeout ms . get (  )  ;   }  ,16,6,negotiated,3,[7]
34,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get last negotiated session timeout ms,int   (  )  {  return last negotiated session timeout ms . get (  )  ;   }  ,16,6,session,4,[8]
35,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get last negotiated session timeout ms,int   (  )  {  return last negotiated session timeout ms . get (  )  ;   }  ,16,6,timeout,5,[9]
36,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get last negotiated session timeout ms,int   (  )  {  return last negotiated session timeout ms . get (  )  ;   }  ,16,6,ms,6,[10]
37,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get session id,public long   (  )  {  long session id = 0 ;  try  {   zoo keeper zk = zoo keeper . get zoo keeper (  )  ;  if  ( zk  !  =  null )   {  session id = zk . get session id (  )  ;   }   }  catch  (   exception e )   {   }  return session id ;   }  ,59,3,get,1,"[21, 40]"
38,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get session id,public long   (  )  {  long session id = 0 ;  try  {   zoo keeper zk = zoo keeper . get zoo keeper (  )  ;  if  ( zk  !  =  null )   {  session id = zk . get session id (  )  ;   }   }  catch  (   exception e )   {   }  return session id ;   }  ,59,3,session,2,"[7, 35, 41, 56]"
39,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get session id,public long   (  )  {  long session id = 0 ;  try  {   zoo keeper zk = zoo keeper . get zoo keeper (  )  ;  if  ( zk  !  =  null )   {  session id = zk . get session id (  )  ;   }   }  catch  (   exception e )   {   }  return session id ;   }  ,59,3,id,3,"[8, 36, 42, 57]"
40,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get zoo keeper," zoo keeper   (  )  throws  exception  {  if  (  session fail retry loop . session for thread has failed (  )  )   {  throw new  session fail retry loop .  session failed exception (  )  ;   }   exception exception = background exceptions . poll (  )  ;  if  ( exception  !  =  null )   {  new  event trace ( ""background - exceptions"" tracer . get (  )  )  . commit (  )  ;  throw exception ;   }  boolean local is connected = is connected . get (  )  ;  if  (  ! local is connected )   {  check timeouts (  )  ;   }  return zoo keeper . get zoo keeper (  )  ;   }  ",114,3,get,1,"[65, 86, 108]"
41,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get zoo keeper," zoo keeper   (  )  throws  exception  {  if  (  session fail retry loop . session for thread has failed (  )  )   {  throw new  session fail retry loop .  session failed exception (  )  ;   }   exception exception = background exceptions . poll (  )  ;  if  ( exception  !  =  null )   {  new  event trace ( ""background - exceptions"" tracer . get (  )  )  . commit (  )  ;  throw exception ;   }  boolean local is connected = is connected . get (  )  ;  if  (  ! local is connected )   {  check timeouts (  )  ;   }  return zoo keeper . get zoo keeper (  )  ;   }  ",114,3,zoo,2,"[1, 105, 109]"
42,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get zoo keeper," zoo keeper   (  )  throws  exception  {  if  (  session fail retry loop . session for thread has failed (  )  )   {  throw new  session fail retry loop .  session failed exception (  )  ;   }   exception exception = background exceptions . poll (  )  ;  if  ( exception  !  =  null )   {  new  event trace ( ""background - exceptions"" tracer . get (  )  )  . commit (  )  ;  throw exception ;   }  boolean local is connected = is connected . get (  )  ;  if  (  ! local is connected )   {  check timeouts (  )  ;   }  return zoo keeper . get zoo keeper (  )  ;   }  ",114,3,keeper,3,"[2, 106, 110]"
43,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,handle expired session,"private void   (  )  {  log . warn ( "" session expired event received"" )  ;  new  event trace ( ""session - expired"" tracer . get (  )  get session id (  )  )  . commit (  )  ;  try  {  reset (  )  ;   }  catch  (   exception e )   {   thread utils . check interrupted ( e )  ;  queue background exception ( e )  ;   }   }  ",70,3,handle,1,[]
44,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,handle expired session,"private void   (  )  {  log . warn ( "" session expired event received"" )  ;  new  event trace ( ""session - expired"" tracer . get (  )  get session id (  )  )  . commit (  )  ;  try  {  reset (  )  ;   }  catch  (   exception e )   {   thread utils . check interrupted ( e )  ;  queue background exception ( e )  ;   }   }  ",70,3,expired,2,[12]
45,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,handle expired session,"private void   (  )  {  log . warn ( "" session expired event received"" )  ;  new  event trace ( ""session - expired"" tracer . get (  )  get session id (  )  )  . commit (  )  ;  try  {  reset (  )  ;   }  catch  (   exception e )   {   thread utils . check interrupted ( e )  ;  queue background exception ( e )  ;   }   }  ",70,3,session,3,"[11, 30]"
46,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,handle new connection string,"private void   (  string new connection string )  {  log . info ( "" connection string changed to: ""  +  new connection string )  ;  new  event trace ( ""connection - string - changed"" tracer . get (  )  get session id (  )  )  . commit (  )  ;  try  {   zoo keeper zoo keeper = this . zoo keeper . get zoo keeper (  )  ;  if  ( zoo keeper  =  =  null )   {  log . warn ( "" could not update the connection string because get zoo keeper (  )  returned null . "" )  ;   }  else  {  if  ( ensemble provider . update server list enabled (  )  )   {  zoo keeper . update server list ( new connection string )  ;   }  else  {  reset (  )  ;   }   }   }  catch  (   exception e )   {   thread utils . check interrupted ( e )  ;  queue background exception ( e )  ;   }   }  ",162,4,handle,1,[]
47,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,handle new connection string,"private void   (  string new connection string )  {  log . info ( "" connection string changed to: ""  +  new connection string )  ;  new  event trace ( ""connection - string - changed"" tracer . get (  )  get session id (  )  )  . commit (  )  ;  try  {   zoo keeper zoo keeper = this . zoo keeper . get zoo keeper (  )  ;  if  ( zoo keeper  =  =  null )   {  log . warn ( "" could not update the connection string because get zoo keeper (  )  returned null . "" )  ;   }  else  {  if  ( ensemble provider . update server list enabled (  )  )   {  zoo keeper . update server list ( new connection string )  ;   }  else  {  reset (  )  ;   }   }   }  catch  (   exception e )   {   thread utils . check interrupted ( e )  ;  queue background exception ( e )  ;   }   }  ",162,4,new,2,"[5, 21, 26, 124]"
48,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,handle new connection string,"private void   (  string new connection string )  {  log . info ( "" connection string changed to: ""  +  new connection string )  ;  new  event trace ( ""connection - string - changed"" tracer . get (  )  get session id (  )  )  . commit (  )  ;  try  {   zoo keeper zoo keeper = this . zoo keeper . get zoo keeper (  )  ;  if  ( zoo keeper  =  =  null )   {  log . warn ( "" could not update the connection string because get zoo keeper (  )  returned null . "" )  ;   }  else  {  if  ( ensemble provider . update server list enabled (  )  )   {  zoo keeper . update server list ( new connection string )  ;   }  else  {  reset (  )  ;   }   }   }  catch  (   exception e )   {   thread utils . check interrupted ( e )  ;  queue background exception ( e )  ;   }   }  ",162,4,connection,3,"[6, 15, 22, 87, 125]"
49,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,handle new connection string,"private void   (  string new connection string )  {  log . info ( "" connection string changed to: ""  +  new connection string )  ;  new  event trace ( ""connection - string - changed"" tracer . get (  )  get session id (  )  )  . commit (  )  ;  try  {   zoo keeper zoo keeper = this . zoo keeper . get zoo keeper (  )  ;  if  ( zoo keeper  =  =  null )   {  log . warn ( "" could not update the connection string because get zoo keeper (  )  returned null . "" )  ;   }  else  {  if  ( ensemble provider . update server list enabled (  )  )   {  zoo keeper . update server list ( new connection string )  ;   }  else  {  reset (  )  ;   }   }   }  catch  (   exception e )   {   thread utils . check interrupted ( e )  ;  queue background exception ( e )  ;   }   }  ",162,4,string,4,"[4, 7, 16, 23, 32, 88, 126]"
50,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,is connected,boolean   (  )  {  return is connected . get (  )  ;   }  ,13,2,is,1,[6]
51,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,is connected,boolean   (  )  {  return is connected . get (  )  ;   }  ,13,2,connected,2,[7]
52,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,process,"@ override public void   (  watched event event )  {  if  ( log   events )   {  log . debug ( "" connect state watcher: ""  +  event )  ;   }  if  ( event . get type (  )   =  =   watcher .  event .  event type .  none )   {  boolean was connected = is conn",56,1,process,1,[]
53,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,queue background exception,"@ suppress warnings (  { "" throwable result of method call ignored"" }  )  private void   (  exception e )  {  while  ( background exceptions . size (  )   >  =  max   background   exceptions )   {  background exceptions . poll (  )  ;   }  background exce",46,3,queue,1,[]
54,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,queue background exception,"@ suppress warnings (  { "" throwable result of method call ignored"" }  )  private void   (  exception e )  {  while  ( background exceptions . size (  )   >  =  max   background   exceptions )   {  background exceptions . poll (  )  ;   }  background exce",46,3,background,2,"[24, 33, 37, 45]"
55,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,queue background exception,"@ suppress warnings (  { "" throwable result of method call ignored"" }  )  private void   (  exception e )  {  while  ( background exceptions . size (  )   >  =  max   background   exceptions )   {  background exceptions . poll (  )  ;   }  background exce",46,3,exception,3,[18]
56,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,remove parent watcher,void   (  watcher watcher )  {  parent watchers . remove ( watcher )  ;   }  ,15,3,remove,1,[10]
57,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,remove parent watcher,void   (  watcher watcher )  {  parent watchers . remove ( watcher )  ;   }  ,15,3,parent,2,[7]
58,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,remove parent watcher,void   (  watcher watcher )  {  parent watchers . remove ( watcher )  ;   }  ,15,3,watcher,3,"[3, 4, 12]"
59,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,reset,"synchronized void   (  )  throws  exception  {  log . debug ( ""reset"" )  ;  instance index . increment and get (  )  ;  is connected . set ( false )  ;  connection start ms =  system . current time millis (  )  ;  zoo keeper . close and reset (  )  ;  zoo keeper . get zoo keeper (  )  ;   }  ",62,1,reset,1,[49]
60,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,start,"void   (  )  throws  exception  {  log . debug ( "" starting"" )  ;  ensemble provider . start (  )  ;  reset (  )  ;   }  ",26,1,start,1,[18]
61,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\EventTrace.java, event trace,public   (  string name  tracer driver driver long session id )  {  this . name = name ;  this . driver = driver ;  this . session id = session id ;   }  ,33,2,event,1,[]
62,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\EventTrace.java, event trace,public   (  string name  tracer driver driver long session id )  {  this . name = name ;  this . driver = driver ;  this . session id = session id ;   }  ,33,2,trace,2,[]
63,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\EventTrace.java,commit,public void   (  )  {  if  ( this . driver instanceof  advanced tracer driver )   {   (  (  advanced tracer driver ) this . driver )  . add event ( this )  ;   }  else  {  this . driver . add count ( this . name 1 )  ;   }   }  ,51,1,commit,1,[]
64,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\EventTrace.java,get name,public  string   (  )  {  return this . name ;   }  ,11,2,get,1,[]
65,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\EventTrace.java,get name,public  string   (  )  {  return this . name ;   }  ,11,2,name,2,[9]
66,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\EventTrace.java,get session id,public long   (  )  {  return this . session id ;   }  ,12,3,get,1,[]
67,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\EventTrace.java,get session id,public long   (  )  {  return this . session id ;   }  ,12,3,session,2,[9]
68,C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\EventTrace.java,get session id,public long   (  )  {  return this . session id ;   }  ,12,3,id,3,[10]
