ProjectName,methodName,methodBody
C:\Users\User\Desktop\Thesis\thucydides\thucydides-test-utils\src\main\java\net\thucydides\core\hamcrest\XMLIsSimilarMatcher.java,XMLIsSimilarMatcher,public  (final String xmlDocument String... excludedNodes){ this.xmlDocument=xmlDocument; this.excludedNodes=Arrays.asList(excludedNodes); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-test-utils\src\main\java\net\thucydides\core\hamcrest\XMLIsSimilarMatcher.java,matchesSafely,public boolean  (final String expectedXML){ boolean xmlIsSimilar=true; Diff difference=null; try { XMLUnit.setIgnoreAttributeOrder(true); XMLUnit.setIgnoreComments(true); XMLUnit.setIgnoreWhitespace(true); difference=new Diff(xmlDocument expectedXML); difference.overrideDifferenceListener(new DifferenceListener(){ @Override public int differenceFound( Difference difference){ if (excludedNodes.contains(difference.getControlNodeDetail().getNode().getLocalName())) return 1; else { return 0; } } @Override public void skippedComparison( Node node  Node node2){ } } ); xmlIsSimilar=difference.similar(); } catch ( Exception e) { xmlIsSimilar=false; LOGGER.info(e.getMessage()); } if (!xmlIsSimilar) { recordErrorMessage(difference); } return xmlIsSimilar; } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-test-utils\src\main\java\net\thucydides\core\hamcrest\XMLIsSimilarMatcher.java,describeTo,"public void  (final Description description){ description.appendText(""an XML document equivalent to "").appendText(xmlDocument); if ((errorMessage != null) && (!errorMessage.isEmpty())) { description.appendText(""["").appendText(errorMessage).appendText(""]""); } } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesSpockEnricher.java,ThucydidesSpockEnricher,private  (SpecInfo specInfo){ this.specInfo=specInfo; } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesSpockEnricher.java,forSpec,public static ThucydidesSpockEnricher  (SpecInfo spec){ return new ThucydidesSpockEnricher(spec); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesRunListener.java,ThucydidesRunListener,public  (ThucydidesAgent agent){ this.agent=agent; } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesRunListener.java,error,"public void  (ErrorInfo error){ System.out.println(""listener: error""); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesRunListener.java,afterFeature,"public void  (FeatureInfo feature){ System.out.println(""listener: afterFeature""); agent.testFinished(); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesRunListener.java,beforeFeature,"public void  (FeatureInfo feature){ System.out.println(""listener: beforeFeature "" + feature.getName()); agent.testStarted(feature.getFeatureMethod().getName()); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesRunListener.java,afterIteration,"public void  (IterationInfo iteration){ System.out.println(""listener: afterIteration""); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesRunListener.java,beforeIteration,"public void  (IterationInfo iteration){ System.out.println(""listener: beforeIteration""); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesRunListener.java,beforeSpec,"public void  (SpecInfo spec){ agent.testSuiteStarted(spec.getName()); System.out.println(""listener: beforeSpec"" + spec.getName()); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesRunListener.java,afterSpec,"public void  (SpecInfo spec){ System.out.println(""listener: afterSpec""); agent.testSuiteFinished(); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesInterceptor.java,interceptFeatureExecution,"@Override public void  (IMethodInvocation invocation) throws Throwable { System.out.println(""interceptFeatureExecution""); invocation.proceed(); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesInterceptor.java,interceptFeatureMethod,"@Override public void  (IMethodInvocation invocation) throws Throwable { System.out.println(""interceptFeatureMethod""); invocation.proceed(); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesInterceptor.java,interceptInitializerMethod,"@Override public void  (IMethodInvocation invocation) throws Throwable { System.out.println(""interceptInitializerMethod""); agent.enrich(specificationFrom(invocation)); invocation.proceed(); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesInterceptor.java,interceptSetupMethod,"@Override public void  (IMethodInvocation invocation) throws Throwable { System.out.println(""interceptSetupMethod""); invocation.proceed(); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesInterceptor.java,interceptSetupSpecMethod,"@Override public void  (IMethodInvocation invocation) throws Throwable { System.out.println(""interceptSetupSpecMethod""); invocation.proceed(); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesInterceptor.java,interceptSharedInitializerMethod,"@Override public void  (IMethodInvocation invocation) throws Throwable { System.out.println(""interceptSharedInitializerMethod""); invocation.proceed(); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesInterceptor.java,interceptSpecExecution,"@Override public void  (IMethodInvocation invocation) throws Throwable { System.out.println(""interceptSpecExecution""); invocation.proceed(); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesInterceptor.java,ThucydidesInterceptor,public  (final ThucydidesAgent agent){ this.agent=agent; } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesInterceptor.java,specificationFrom,Specification  (IMethodInvocation invocation){ if (invocation.getInstance() != null) { return (Specification)invocation.getInstance(); } else { return (Specification)invocation.getSharedInstance(); } } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesEnabledExtension.java,visitSpec,"@Override public void  (SpecInfo spec){ System.out.println(""visitSpec""); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesEnabledExtension.java,visitFeatureAnnotation,"@Override public void  (ThucydidesEnabled annotation FeatureInfo feature){ System.out.println(""visitFeatureAnnotation""); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesEnabledExtension.java,visitFieldAnnotation,"@Override public void  (ThucydidesEnabled annotation FieldInfo field){ System.out.println(""visitFieldAnnotation""); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesEnabledExtension.java,visitFixtureAnnotation,"@Override public void  (ThucydidesEnabled annotation MethodInfo fixtureMethod){ System.out.println(""visitFixtureAnnotation""); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesEnabledExtension.java,optionalDriverFrom,private Optional<String>  (ThucydidesEnabled annotation){ if (StringUtils.isEmpty(annotation.driver())) { return Optional.absent(); } else { return Optional.of(annotation.driver()); } } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-spock\src\main\java\net\thucydides\spock\ThucydidesEnabledExtension.java,visitSpecAnnotation,public void  (ThucydidesEnabled annotation SpecInfo spec){ agent=new ThucydidesAgent(optionalDriverFrom(annotation) Listeners.getLoggingListener() Listeners.getStatisticsListener()); spec.addListener(new ThucydidesRunListener(agent)); spec.getInitializerMethod().addInterceptor(new ThucydidesInterceptor(agent)); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\WhenViewingFeaturedDestinations.java,setup,@BeforeClass public static void  (){ assertThat(false).isFalse(); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\WhenViewingFeaturedDestinations.java,should_display_flights_to_featured_destinations,@Test public void  (){ registeredMember.enterEmailAndPasswordFor(FrequentFlyerMember.Jane); registeredMember.shouldSeeFeaturedDestinations(3); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\WhenDisplayingMoreFlightDetails.java,setup,@BeforeClass public static void  (){ assertThat(false).isFalse(); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\WhenDisplayingMoreFlightDetails.java,display_flight_durations,"@Test public void  (){ Assume.assumeTrue(""Favorite destinations service is ready"" false); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\WhenDisplayingMoreFlightDetails.java,display_flight_details_to_featured_destinations,@Test public void  (){ registeredMember.enterEmailAndPasswordFor(FrequentFlyerMember.Jane); registeredMember.shouldSeeFeaturedDestinations(3); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\WhenDisplayingMoreFlightDetails.java,display_flight_for_all_available_flights,"@Test public void  (){ registeredMember.navigateToFlightBookings(); registeredMember.searchForFlights(""return"" ""Sydney"" ""London"" ""Business""); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\WhenDisplayingMoreFlightDetails.java,display_flight_details_with_lookahead,"@Test public void  (){ registeredMember.navigateToFlightBookings(); registeredMember.searchForFlightsFromCitiesStartingWith(""Se""); List<String> proposedCities=registeredMember.getProposedDepartureCities(); assertThat(proposedCities).containsAll(ImmutableL"
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,get_name,"@Step public String  (){ return (String)Thucydides.getCurrentSession().get(""name""); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,stepThatFails,@Step public void  (){ assertThat(1 is(2)); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,data_driven_test_step_that_fails,@Step public void  (){ assertThat(Integer.parseInt(age) is(lessThan(35))); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,stepWithFailedAssumption,@Step public void  (){ Assume.assumeTrue(false); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,simple_data_driven_test_step,@Step public void  (){ enter_name_and_age(name age); enter_address(address); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,data_driven_test_step_that_breaks,"@Step public void  (){ if (Integer.parseInt(age) > 35) { throw new ElementNotVisibleException(""A webdriver issue""); } } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,anotherGroupOfSteps,@Step public void  (){ stepThatSucceeds(); anotherStepThatSucceeds(); stepThatIsPending(); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,groupOfStepsContainingAnError,@Step public void  (){ stepThatSucceeds(); anotherStepThatSucceeds(); String nullString=null; int thisShouldFail=nullString.length(); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,groupOfStepsContainingAFailure,@Step public void  (){ stepThatSucceeds(); stepThatFails(); stepThatShouldBeSkipped(); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,failsToFindElement,"@Step public void  (){ throw new NoSuchElementException(""Could not find an element""); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,store_name,"@Step public void  (String value){ Thucydides.getCurrentSession().put(""name"" value); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,SampleScenarioSteps,public  (Pages pages){ super(pages); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,hasName,"public Boolean  (){ return Thucydides.getCurrentSession().containsKey(""name""); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,getAddress,public String  (){ return address; } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,getAge,public String  (){ return age; } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,getName,public String  (){ return name; } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,setAddress,public void  (String address){ this.address=address; } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,setAge,public void  (String age){ this.age=age; } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\steps\SampleScenarioSteps.java,setName,public void  (String name){ this.name=name; } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\CalculatingStatusBasedOnPointsScenario.java,user_is_not_a_Frequent_Flyer_member,"@Step(""Given {0} {1} is not a Frequent Flyer member"") public void  (String firstName String lastName){ this.firstName=firstName; this.lastName=lastName; } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\CalculatingStatusBasedOnPointsScenario.java,should_have_status_of,"@Step(""Then she should have a status of {0}"") public void  (Status finalStatus){ assertThat(member.getStatus()).isEqualTo(finalStatus); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\CalculatingStatusBasedOnPointsScenario.java,registers_on_the_Frequent_Flyer_program,"@Step(""When she registers on the Frequent Flyer program"") public void  (){ member=FrequentFlyer.withFrequentFlyerNumber(""123456789"").named(firstName lastName); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\junit\CalculatingStatusBasedOnPointsScenario.java,new_members_should_start_out_as_Bronze,"@Test public void  (){ steps.user_is_not_a_Frequent_Flyer_member(""Jill"" ""Smith""); steps.registers_on_the_Frequent_Flyer_program(); steps.should_have_status_of(Status.Bronze); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\UserAuthenticationSteps.java,aUserHasLoggedOnAs,"@Given(""$user has logged on"") public void  (FrequentFlyerMember user){ registeredMember.enterEmailAndPasswordFor(user); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\UserAuthenticationSteps.java,thenTheUserShouldBeGivenAccessToAccount,"@Then(""$user should be given access to her account"") @Alias(""$user should be given access to his account"") public void  (FrequentFlyerMember user){ registeredMember.verifyWelcomeMessageFor(user); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\UserAuthenticationSteps.java,whenJaneAuthenticatesWithAValidEmailAddressAndPassword,"@When(""$user authenticates with a valid email address and password"") public void  (FrequentFlyerMember user){ registeredMember.enterEmailAndPasswordFor(user); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\persona\FrequentFlyerPersona.java,FrequentFlyerPersona, (String firstName String lastName String frequentFlyerNumber){ this.firstName=firstName; this.lastName=lastName; this.frequentFlyerNumber=frequentFlyerNumber; } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\persona\FrequentFlyerPersona.java,getFrequentFlyer,public FrequentFlyer  (){ return FrequentFlyer.withFrequentFlyerNumber(frequentFlyerNumber).named(firstName lastName); } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\FrequentFlyerSteps.java,Joe_is_a_Frequent_Flyer_member,"@Given(""$persona is a Frequent Flyer member"") public void  (FrequentFlyerPersona persona) throws Throwable { Thucydides.getCurrentSession().put(""member"" persona.getFrequentFlyer()); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\FrequentFlyerSteps.java,i_am_a_member_of_status,"@Given(""I am a $status Frequent Flyer member"") public void  (Status status) throws Throwable { FrequentFlyer member=FrequentFlyer.withFrequentFlyerNumber(""12345678"").named(""Joe"" ""Blogs"").withStatus(status); Thucydides.getCurrentSession().put(""member"" memb"
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\FeaturedDestinationSteps.java,shouldSeeFeaturedDestinations,"@Then(""she should see $featuredCount featured destinations"") @Alias(""he should see $featuredCount featured destinations"") public void  (int featuredCount){ assertThat(homePage.getFeaturedDestinations().size()).isEqualTo(featuredCount); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\FeaturedDestinationSteps.java,featuredDestinationsShouldInclude,"@Then(""the featured destinations should include $expectedDestination costing $price"") public void  (String expectedDestination int price){ DestinationDeal expectedDeal=new DestinationDeal(expectedDestination price); assertThat(homePage.getFeaturedDestinat"
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\EarningStatus.java,not_a_Frequent_Flyer_member,"@Given(""$firstName $lastName is not a Frequent Flyer member"") public void  (String firstName String lastName){ this.firstName=firstName; this.lastName=lastName; } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\EarningStatus.java,a_Frequent_Flyer_member,"@Given(""a member has a status of <initialStatus>"") @Alias(""a member has a status of <status>"") public void  (Status initialStatus){ member=FrequentFlyer.withFrequentFlyerNumber(""12345678"").named(""Joe"" ""Bloggs""); member.setStatus(initialStatus); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\EarningStatus.java,earned_status_points,"@Given(""he has <initialStatusPoints> status points"") public void  (int initialStatusPoints){ member.setStatusPoints(initialStatusPoints); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\EarningStatus.java,should_have_status_of,"@Then(""he should have a status of <finalStatus>"") @Alias(""she should have a status of $finalStatus"") public void  (Status finalStatus){ assertThat(member.getStatus()).isEqualTo(finalStatus); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\EarningStatus.java,earn_extra_status_points,"@When(""he earns <extraPoints> extra status points"") public void  (int extraPoints){ member.earns(extraPoints).statusPoints(); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\EarningStatus.java,registers_on_the_Frequent_Flyer_program,"@When(""he registers on the Frequent Flyer program"") @Alias(""she registers on the Frequent Flyer program"") public void  () throws Throwable { member=FrequentFlyer.withFrequentFlyerNumber(""123456789"").named(firstName lastName); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\EarningPointsFromFlights.java,I_should_earn_points,"@Then(""I should earn $points points"") public void  (int points) throws Throwable { Assert.assertThat(points is(points)); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\BookingAFlightSteps.java,givenIWantToBookAFlight,"@Given(""I want to book a flight"") public void  (){ traveller.navigateToFlightBookings(); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\BookingAFlightSteps.java,givenTimetable,"@Given(""the following flight timetable: $timetable"") public void  (ExamplesTable timetable){ for ( Map<String String> row : timetable.getRows()) { String number=row.get(""number""); String departure=row.get(""departure""); String destination=row.get(""destinat"
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\BookingAFlightSteps.java,shouldSeeCities,"@Then(""I should see the following cities: $expectedCities"") public void  (List<String> expectedCities){ assertThat(bookingPage.getFromTypeaheads()).containsAll(expectedCities).hasSize(expectedCities.size()); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\BookingAFlightSteps.java,shouldSeeFlights,"@Then(""I should see the following flights: $expectedFlights"") public void  (ExamplesTable expectedFlights){ for ( Map<String String> row : expectedFlights.getRows()) { String number=row.get(""number""); String departure=row.get(""departure""); String destinat"
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\BookingAFlightSteps.java,enterFromPrefix,"@When(""I enter '$prefix' into the 'from' city field"") public void  (String prefix){ bookingPage.setFrom(prefix); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\steps\BookingAFlightSteps.java,whenISearchForFlights,"@When(""I search for $flightType flights from $from to $to in $travelClass"") public void  (String flightType String from String to String travelClass){ traveller.searchForFlights(flightType from to travelClass); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\pages\LoginPage.java,inMainMenu,public MainMenu  (){ return mainMenu; } 
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\pages\LoginPage.java,signinAs,"public void  (String userEmail String userPassword){ email.sendKeys(userEmail); password.sendKeys(userPassword); signin.click(); waitForTextToAppear(""Flying High Frequent Flyers""); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\pages\HomePage.java,destinationDealFrom,"private DestinationDeal  (WebElement destinationEntry){ String destinationCity=$(destinationEntry).findBy("".destination-title"").getText(); String priceValue=$(destinationEntry).findBy("".destination-price"").getText(); int price=Integer.parseInt(priceValue.substring(1)); return new DestinationDeal(destinationCity price); } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\pages\HomePage.java,getFeaturedDestinations,"public List<DestinationDeal>  (){ List<DestinationDeal> deals=Lists.newArrayList(); List<WebElementFacade> featuredDestinations=findAll("".featured .featured-destination""); for ( WebElement destinationEntry : featuredDestinations) { deals.add(destinationDealFrom(destinationEntry)); } return deals; } "
C:\Users\User\Desktop\Thesis\thucydides\thucydides-smoketests\src\test\java\com\bddinaction\flyinghigh\jbehave\pages\HomePage.java,getWelcomeMessage,public String  (){ return welcomeMessage.getText(); } 
