ProjectName,methodName,methodBody
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\DateTimeAttribute.java,build,"@Override public ExchangeAttribute  (final String token){ if (token.equals(DATE_TIME) || token.equals(DATE_TIME_SHORT)) { return DateTimeAttribute.INSTANCE; } if (token.startsWith(CUSTOM_TIME) && token.endsWith(""}"")) { return new DateTimeAttribute(token.s"
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\DateTimeAttribute.java,initialValue,@Override protected SimpleDateFormat  (){ final SimpleDateFormat format=new SimpleDateFormat(dateFormat); if (timezone != null) { format.setTimeZone(TimeZone.getTimeZone(timezone)); } return format; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\DateTimeAttribute.java,name,"@Override public String  (){ return ""Date Time""; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\DateTimeAttribute.java,priority,@Override public int  (){ return 0; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\DateTimeAttribute.java,readAttribute,@Override public String  (final HttpServerExchange exchange){ if (dateFormat == null) { return DateUtils.toCommonLogFormat(new Date()); } else { final SimpleDateFormat dateFormat=this.cachedFormat.get(); return dateFormat.format(new Date()); } } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\DateTimeAttribute.java,writeAttribute,"@Override public void  (final HttpServerExchange exchange final String newValue) throws ReadOnlyAttributeException { throw new ReadOnlyAttributeException(""Date time"" newValue); } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ConstantExchangeAttribute.java,readAttribute,@Override public String  (final HttpServerExchange exchange){ return value; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ConstantExchangeAttribute.java,writeAttribute,"@Override public void  (final HttpServerExchange exchange final String newValue) throws ReadOnlyAttributeException { throw new ReadOnlyAttributeException(""constant"" newValue); } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\AuthenticationTypeExchangeAttribute.java,writeAttribute,"@Override public void  (HttpServerExchange exchange String newValue) throws ReadOnlyAttributeException { throw new ReadOnlyAttributeException(""Authentication Type"" newValue); } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\CookieAttribute.java,CookieAttribute,public  (final String cookieName){ this.cookieName=cookieName; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\CookieAttribute.java,build,"@Override public ExchangeAttribute  (final String token){ if (token.startsWith(""%{c "") && token.endsWith(""}"")) { final String cookieName=token.substring(4 token.length() - 1); return new CookieAttribute(cookieName); } return null; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\CookieAttribute.java,name,"@Override public String  (){ return ""Cookie""; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\CookieAttribute.java,priority,@Override public int  (){ return 0; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\CookieAttribute.java,readAttribute,@Override public String  (final HttpServerExchange exchange){ Cookie cookie=exchange.getRequestCookies().get(cookieName); if (cookie == null) { return null; } return cookie.getValue(); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\CookieAttribute.java,writeAttribute,@Override public void  (final HttpServerExchange exchange final String newValue) throws ReadOnlyAttributeException { exchange.setResponseCookie(new CookieImpl(cookieName newValue)); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,authenticationType,public static ExchangeAttribute  (){ return AuthenticationTypeExchangeAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,bytesSent,public static ExchangeAttribute  (boolean dashIfZero){ return new BytesSentAttribute(dashIfZero); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,constant,public static ExchangeAttribute  (String value){ return new ConstantExchangeAttribute(value); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,cookie,public static ExchangeAttribute  (final String cookieName){ return new CookieAttribute(cookieName); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,dateTime,public static ExchangeAttribute  (){ return DateTimeAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,localIp,public static ExchangeAttribute  (){ return LocalIPAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,localPort,public static ExchangeAttribute  (){ return LocalPortAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,localServerName,public static ExchangeAttribute  (){ return LocalServerNameAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,parser,public static ExchangeAttributeParser  (final ClassLoader classLoader ExchangeAttributeWrapper... wrappers){ return new ExchangeAttributeParser(classLoader Arrays.asList(wrappers)); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,queryString,public static ExchangeAttribute  (){ return QueryStringAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,relativePath,public static ExchangeAttribute  (){ return RelativePathAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,remoteIp,public static ExchangeAttribute  (){ return RemoteIPAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,remoteUser,public static ExchangeAttribute  (){ return RemoteUserAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,requestHeader,public static ExchangeAttribute  (final HttpString header){ return new RequestHeaderAttribute(header); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,requestList,public static ExchangeAttribute  (){ return RequestLineAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,requestMethod,public static ExchangeAttribute  (){ return RequestMethodAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,requestProtocol,public static ExchangeAttribute  (){ return RequestProtocolAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\HostAndPortAttribute.java,build,@Override public ExchangeAttribute  (final String token){ if (token.equals(HOST_AND_PORT)) { return HostAndPortAttribute.INSTANCE; } return null; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\HostAndPortAttribute.java,name,"@Override public String  (){ return ""Host and Port""; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\HostAndPortAttribute.java,priority,@Override public int  (){ return 0; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\HostAndPortAttribute.java,readAttribute,@Override public String  (final HttpServerExchange exchange){ return exchange.getHostAndPort(); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\HostAndPortAttribute.java,writeAttribute,"@Override public void  (final HttpServerExchange exchange final String newValue) throws ReadOnlyAttributeException { throw new ReadOnlyAttributeException(""Host and Port"" newValue); } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\IdentUsernameAttribute.java,build,@Override public ExchangeAttribute  (final String token){ if (token.equals(IDENT_USERNAME)) { return IdentUsernameAttribute.INSTANCE; } return null; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\IdentUsernameAttribute.java,name,"@Override public String  (){ return ""Ident Username""; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\IdentUsernameAttribute.java,priority,@Override public int  (){ return 0; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\IdentUsernameAttribute.java,readAttribute,@Override public String  (final HttpServerExchange exchange){ return null; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\IdentUsernameAttribute.java,writeAttribute,"@Override public void  (final HttpServerExchange exchange final String newValue) throws ReadOnlyAttributeException { throw new ReadOnlyAttributeException(""Ident username"" newValue); } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalIPAttribute.java,build,@Override public ExchangeAttribute  (final String token){ if (token.equals(LOCAL_IP) || token.equals(LOCAL_IP_SHORT)) { return LocalIPAttribute.INSTANCE; } return null; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalIPAttribute.java,name,"@Override public String  (){ return ""Local IP""; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalIPAttribute.java,priority,@Override public int  (){ return 0; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalIPAttribute.java,readAttribute,@Override public String  (final HttpServerExchange exchange){ InetSocketAddress localAddress=(InetSocketAddress)exchange.getConnection().getLocalAddress(); return localAddress.getAddress().getHostAddress(); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalIPAttribute.java,writeAttribute,"@Override public void  (final HttpServerExchange exchange final String newValue) throws ReadOnlyAttributeException { throw new ReadOnlyAttributeException(""Local IP"" newValue); } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalPortAttribute.java,build,@Override public ExchangeAttribute  (final String token){ if (token.equals(LOCAL_PORT) || token.equals(LOCAL_PORT_SHORT)) { return LocalPortAttribute.INSTANCE; } return null; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalPortAttribute.java,name,"@Override public String  (){ return ""Local Port""; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalPortAttribute.java,priority,@Override public int  (){ return 0; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalPortAttribute.java,readAttribute,@Override public String  (final HttpServerExchange exchange){ InetSocketAddress localAddress=(InetSocketAddress)exchange.getConnection().getLocalAddress(); return Integer.toString(localAddress.getPort()); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalPortAttribute.java,writeAttribute,"@Override public void  (final HttpServerExchange exchange final String newValue) throws ReadOnlyAttributeException { throw new ReadOnlyAttributeException(""Local port"" newValue); } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalServerNameAttribute.java,build,@Override public ExchangeAttribute  (final String token){ if (token.equals(LOCAL_SERVER_NAME) || token.equals(LOCAL_SERVER_NAME_SHORT)) { return LocalServerNameAttribute.INSTANCE; } return null; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalServerNameAttribute.java,name,"@Override public String  (){ return ""Local server name""; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalServerNameAttribute.java,priority,@Override public int  (){ return 0; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalServerNameAttribute.java,readAttribute,@Override public String  (final HttpServerExchange exchange){ return exchange.getHostName(); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\LocalServerNameAttribute.java,writeAttribute,"@Override public void  (final HttpServerExchange exchange final String newValue) throws ReadOnlyAttributeException { throw new ReadOnlyAttributeException(""Local server name"" newValue); } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\NullAttribute.java,build,@Override public ExchangeAttribute  (final String token){ if (token.equals(NAME)) { return INSTANCE; } return null; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\NullAttribute.java,name,"@Override public String  (){ return ""null""; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\NullAttribute.java,priority,@Override public int  (){ return 0; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\NullAttribute.java,readAttribute,@Override public String  (final HttpServerExchange exchange){ return null; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\NullAttribute.java,writeAttribute,@Override public void  (final HttpServerExchange exchange final String newValue) throws ReadOnlyAttributeException { throw new ReadOnlyAttributeException(NAME newValue); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\PathParameterAttribute.java,PathParameterAttribute,public  (String parameter){ this.parameter=parameter; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\PathParameterAttribute.java,build,"@Override public ExchangeAttribute  (final String token){ if (token.startsWith(""%{p "") && token.endsWith(""}"")) { final String qp=token.substring(4 token.length() - 1); return new PathParameterAttribute(qp); } return null; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\PathParameterAttribute.java,name,"@Override public String  (){ return ""Path Parameter""; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\PathParameterAttribute.java,priority,@Override public int  (){ return 0; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\PathParameterAttribute.java,readAttribute,"@Override public String  (final HttpServerExchange exchange){ Deque<String> res=exchange.getPathParameters().get(parameter); if (res == null) { return null; } else if (res.isEmpty()) { return """"; } else if (res.size() == 1) { return res.getFirst(); } else"
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\PathParameterAttribute.java,writeAttribute,@Override public void  (final HttpServerExchange exchange final String newValue) throws ReadOnlyAttributeException { final ArrayDeque<String> value=new ArrayDeque<>(); value.add(newValue); exchange.getPathParameters().put(parameter value); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,requestURL,public static ExchangeAttribute  (){ return RequestURLAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,resolve,public static String  (final HttpServerExchange exchange final ExchangeAttribute[] attributes){ final StringBuilder result=new StringBuilder(); for (int i=0; i < attributes.length; ++i) { final String str=attributes[i].readAttribute(exchange); if (str != null) { result.append(str); } } return result.toString(); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,responseCode,public static ExchangeAttribute  (){ return ResponseCodeAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,responseHeader,public static ExchangeAttribute  (final HttpString header){ return new ResponseHeaderAttribute(header); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,responseReasonPhrase,public static ExchangeAttribute  (){ return ResponseReasonPhraseAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,threadName,public static ExchangeAttribute  (){ return ThreadNameAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributes.java,transportProtocol,public static ExchangeAttribute  (){ return TransportProtocolAttribute.INSTANCE; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QueryParameterAttribute.java,QueryParameterAttribute,public  (String parameter){ this.parameter=parameter; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QueryParameterAttribute.java,build,"@Override public ExchangeAttribute  (final String token){ if (token.startsWith(""%{q "") && token.endsWith(""}"")) { final String qp=token.substring(4 token.length() - 1); return new QueryParameterAttribute(qp); } return null; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QueryParameterAttribute.java,name,"@Override public String  (){ return ""Query Parameter""; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QueryParameterAttribute.java,priority,@Override public int  (){ return 0; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QueryParameterAttribute.java,readAttribute,"@Override public String  (final HttpServerExchange exchange){ Deque<String> res=exchange.getQueryParameters().get(parameter); if (res == null) { return null; } else if (res.isEmpty()) { return """"; } else if (res.size() == 1) { return res.getFirst(); } els"
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QueryParameterAttribute.java,writeAttribute,@Override public void  (final HttpServerExchange exchange final String newValue) throws ReadOnlyAttributeException { final ArrayDeque<String> value=new ArrayDeque<>(); value.add(newValue); exchange.getQueryParameters().put(parameter value); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QueryStringAttribute.java,QueryStringAttribute,private  (boolean includeQuestionMark){ this.includeQuestionMark=includeQuestionMark; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QueryStringAttribute.java,build,@Override public ExchangeAttribute  (final String token){ if (token.equals(QUERY_STRING) || token.equals(QUERY_STRING_SHORT)) { return QueryStringAttribute.INSTANCE; } else if (token.equals(BARE_QUERY_STRING)) { return QueryStringAttribute.BARE_INSTANCE; 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QueryStringAttribute.java,name,"@Override public String  (){ return ""Query String""; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QueryStringAttribute.java,priority,@Override public int  (){ return 0; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QueryStringAttribute.java,readAttribute,@Override public String  (final HttpServerExchange exchange){ String qs=exchange.getQueryString(); if (qs.isEmpty() || !includeQuestionMark) { return qs; } return '?' + qs; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QueryStringAttribute.java,writeAttribute,@Override public void  (final HttpServerExchange exchange final String newValue) throws ReadOnlyAttributeException { exchange.setQueryString(newValue); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QuotingExchangeAttribute.java,QuotingExchangeAttribute,public  (ExchangeAttribute exchangeAttribute){ this.exchangeAttribute=exchangeAttribute; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QuotingExchangeAttribute.java,readAttribute,"@Override public String  (HttpServerExchange exchange){ String svalue=exchangeAttribute.readAttribute(exchange); if (svalue == null || ""-"".equals(svalue) || svalue.isEmpty()) { return ""-""; } StringBuilder buffer=new StringBuilder(svalue.length() + 2); buf"
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QuotingExchangeAttribute.java,wrap,@Override public ExchangeAttribute  (final ExchangeAttribute attribute){ return new QuotingExchangeAttribute(attribute); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\QuotingExchangeAttribute.java,writeAttribute,@Override public void  (HttpServerExchange exchange String newValue) throws ReadOnlyAttributeException { throw new ReadOnlyAttributeException(); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributeParser.java,ExchangeAttributeParser, (final ClassLoader classLoader List<ExchangeAttributeWrapper> wrappers){ this.wrappers=wrappers; ServiceLoader<ExchangeAttributeBuilder> loader=ServiceLoader.load(ExchangeAttributeBuilder.class classLoader); final List<ExchangeAttributeBuilder> builders=new ArrayList<>(); for ( ExchangeAttributeBuilder instance : loader) { builders.add(instance); } Collections.sort(builders new Comparator<ExchangeAttributeBuilder>(){ @Override public int compare( ExchangeAttributeBuilder o1  ExchangeAttributeBuilder o2){ return Integer.compare(o2.priority() o1.priority()); } } ); this.builders=Collections.unmodifiableList(builders); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributeParser.java,compare,@Override public int  (ExchangeAttributeBuilder o1 ExchangeAttributeBuilder o2){ return Integer.compare(o2.priority() o1.priority()); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ReadOnlyAttributeException.java,ReadOnlyAttributeException,public  (final String attributeName final String newValue){ super(UndertowMessages.MESSAGES.couldNotSetAttribute(attributeName newValue)); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributeParser.java,parse,"public ExchangeAttribute  (final String valueString){ final List<ExchangeAttribute> attributes=new ArrayList<>(); int pos=0; int state=0; for (int i=0; i < valueString.length(); ++i) { char c=valueString.charAt(i); switch (state) { case 0: { if (c == '%' || c == '$') { if (pos != i) { attributes.add(wrap(parseSingleToken(valueString.substring(pos i)))); pos=i; } if (c == '%') { state=1; } else { state=3; } } break; } case 1: { if (c == '{') { state=2; } else if (c == '%') { attributes.add(wrap(new ConstantExchangeAttribute(""%""))); pos=i + 1; state=0; } else { attributes.add(wrap(parseSingleToken(valueString.substring(pos i + 1)))); pos=i + 1; state=0; } break; } case 2: { if (c == '}') { attributes.add(wrap(parseSingleToken(valueString.substring(pos i + 1)))); pos=i + 1; state=0; } break; } case 3: { if (c == '{') { state=4; } else if (c == '$') { attributes.add(wrap(new ConstantExchangeAttribute(""$""))); pos=i + 1; state=0; } else { attributes.add(wrap(parseSingleToken(valueString.substring(pos i + 1)))); pos=i + 1; state=0; } break; } case 4: { if (c == '}') { attributes.add(wrap(parseSingleToken(valueString.substring(pos i + 1)))); pos=i + 1; state=0; } break; } } } switch (state) { case 0: case 1: case 3: { if (pos != valueString.length()) { attributes.add(wrap(parseSingleToken(valueString.substring(pos)))); } break; } case 2: case 4: { throw UndertowMessages.MESSAGES.mismatchedBraces(valueString); } } if (attributes.size() == 1) { return attributes.get(0); } return new CompositeExchangeAttribute(attributes.toArray(new ExchangeAttribute[attributes.size()])); } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributeParser.java,parseSingleToken,"public ExchangeAttribute  (final String token){ for ( final ExchangeAttributeBuilder builder : builders) { ExchangeAttribute res=builder.build(token); if (res != null) { return res; } } if (token.startsWith(""%"")) { UndertowLogger.ROOT_LOGGER.unknownVariable(token); } return new ConstantExchangeAttribute(token); } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\ExchangeAttributeParser.java,wrap,private ExchangeAttribute  (ExchangeAttribute attribute){ ExchangeAttribute res=attribute; for ( ExchangeAttributeWrapper w : wrappers) { res=w.wrap(res); } return res; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\RemoteHostAttribute.java,build,@Override public ExchangeAttribute  (final String token){ if (token.equals(REMOTE_HOST) || token.equals(REMOTE_HOST_NAME_SHORT)) { return RemoteHostAttribute.INSTANCE; } return null; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\RemoteHostAttribute.java,name,"@Override public String  (){ return ""Remote host""; } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\RemoteHostAttribute.java,priority,@Override public int  (){ return 0; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\RemoteHostAttribute.java,readAttribute,@Override public String  (final HttpServerExchange exchange){ final InetSocketAddress sourceAddress=(InetSocketAddress)exchange.getSourceAddress(); return sourceAddress.getHostString(); } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\RemoteHostAttribute.java,writeAttribute,"@Override public void  (final HttpServerExchange exchange final String newValue) throws ReadOnlyAttributeException { throw new ReadOnlyAttributeException(""Remote host"" newValue); } "
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\RelativePathAttribute.java,build,@Override public ExchangeAttribute  (final String token){ return token.equals(RELATIVE_PATH) || token.equals(RELATIVE_PATH_SHORT) ? INSTANCE : null; } 
C:\Users\User\Desktop\Thesis\undertow\core\src\main\java\io\undertow\attribute\RelativePathAttribute.java,name,"@Override public String  (){ return ""Relative Path""; } "
