,ProjectName,methodName,methodBody,methodBodyLength,TotalMN,Prefix,Rank,AllOccurrance
12,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\AuthGroupsRemover.java,get command description,"@ override public  string   (  )  {  return "" removes a user's auth groups from the local datastore . "" ;   }  ",22,3,description,3,[]
13,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\AuthGroupsRemover.java,get command token,"@ override public  string   (  )  {  return ""remove - groups"" ;   }  ",13,3,get,1,[]
14,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\AuthGroupsRemover.java,get command token,"@ override public  string   (  )  {  return ""remove - groups"" ;   }  ",13,3,command,2,[]
15,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\AuthGroupsRemover.java,get command token,"@ override public  string   (  )  {  return ""remove - groups"" ;   }  ",13,3,token,3,[]
16,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\AuthGroupsRemover.java,perform,"@ override public  command result   (  string[] arguments )  {  if  ( arguments . length  !  =  arg   size )   {  return new  invalid arguments ( "" the groups remover expects three string arguments . "" )  ;   }   command result result ;  try  {  final  re",47,1,perform,1,[]
17,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\distributed\DistributedDatastoreCommandList.java,available commands,@ override public  command[]   (  )  {  return new  command[] { new  cache key encoder (  )  }  ;   }  ,20,2,available,1,[]
18,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\distributed\DistributedDatastoreCommandList.java,available commands,@ override public  command[]   (  )  {  return new  command[] { new  cache key encoder (  )  }  ;   }  ,20,2,commands,2,[]
19,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\distributed\DistributedDatastoreCommandList.java,get command description,"@ override public  string   (  )  {  return "" commands related to managing the distributed datastore component"" ;   }  ",19,3,get,1,[]
20,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\distributed\DistributedDatastoreCommandList.java,get command description,"@ override public  string   (  )  {  return "" commands related to managing the distributed datastore component"" ;   }  ",19,3,command,2,[]
21,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\distributed\DistributedDatastoreCommandList.java,get command description,"@ override public  string   (  )  {  return "" commands related to managing the distributed datastore component"" ;   }  ",19,3,description,3,[]
22,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\distributed\DistributedDatastoreCommandList.java,get command token,"@ override public  string   (  )  {  return ""dist - datastore"" ;   }  ",13,3,get,1,[]
23,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\distributed\DistributedDatastoreCommandList.java,get command token,"@ override public  string   (  )  {  return ""dist - datastore"" ;   }  ",13,3,command,2,[]
24,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\distributed\DistributedDatastoreCommandList.java,get command token,"@ override public  string   (  )  {  return ""dist - datastore"" ;   }  ",13,3,token,3,[]
25,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\LocalDatastoreCommandList.java,available commands,@ override public  command[]   (  )  {  return new  command[] { new  auth token and roles remover (  )  new  auth groups remover (  )  new  rate limits remover (  )  }  ;   }  ,34,2,available,1,[]
26,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\LocalDatastoreCommandList.java,available commands,@ override public  command[]   (  )  {  return new  command[] { new  auth token and roles remover (  )  new  auth groups remover (  )  new  rate limits remover (  )  }  ;   }  ,34,2,commands,2,[]
27,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\LocalDatastoreCommandList.java,get command description,"@ override public  string   (  )  {  return "" commands related to managing the local datastore"" ;   }  ",18,3,get,1,[]
28,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\LocalDatastoreCommandList.java,get command description,"@ override public  string   (  )  {  return "" commands related to managing the local datastore"" ;   }  ",18,3,command,2,[]
29,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\LocalDatastoreCommandList.java,get command description,"@ override public  string   (  )  {  return "" commands related to managing the local datastore"" ;   }  ",18,3,description,3,[]
30,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\LocalDatastoreCommandList.java,get command token,"@ override public  string   (  )  {  return ""local - datastore"" ;   }  ",13,3,get,1,[]
31,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\LocalDatastoreCommandList.java,get command token,"@ override public  string   (  )  {  return ""local - datastore"" ;   }  ",13,3,command,2,[]
32,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\LocalDatastoreCommandList.java,get command token,"@ override public  string   (  )  {  return ""local - datastore"" ;   }  ",13,3,token,3,[]
33,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\AuthTokenAndRolesRemover.java,get command description,"@ override public  string   (  )  {  return "" removes a user's auth token and roles from the local datastore . "" ;   }  ",24,3,get,1,[]
34,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\AuthTokenAndRolesRemover.java,get command description,"@ override public  string   (  )  {  return "" removes a user's auth token and roles from the local datastore . "" ;   }  ",24,3,command,2,[]
35,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\AuthTokenAndRolesRemover.java,get command description,"@ override public  string   (  )  {  return "" removes a user's auth token and roles from the local datastore . "" ;   }  ",24,3,description,3,[]
36,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\AuthTokenAndRolesRemover.java,get command token,"@ override public  string   (  )  {  return ""remove - token"" ;   }  ",13,3,get,1,[]
37,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\AuthTokenAndRolesRemover.java,get command token,"@ override public  string   (  )  {  return ""remove - token"" ;   }  ",13,3,command,2,[]
38,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\AuthTokenAndRolesRemover.java,get command token,"@ override public  string   (  )  {  return ""remove - token"" ;   }  ",13,3,token,3,[]
39,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\AuthTokenAndRolesRemover.java,perform,"@ override public  command result   (  string[] arguments )  {  if  ( arguments . length  !  =  arguments   length )   {  return new  invalid arguments ( "" the token remover expects three string arguments . "" )  ;   }   command result result ;  try  {  fi",46,1,perform,1,[]
40,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\RateLimitsRemover.java,get command description,"@ override public  string   (  )  {  return "" removes a user's rate limits from the local datastore . "" ;   }  ",22,3,get,1,[]
41,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\RateLimitsRemover.java,get command description,"@ override public  string   (  )  {  return "" removes a user's rate limits from the local datastore . "" ;   }  ",22,3,command,2,[]
42,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\RateLimitsRemover.java,get command description,"@ override public  string   (  )  {  return "" removes a user's rate limits from the local datastore . "" ;   }  ",22,3,description,3,[]
43,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\RateLimitsRemover.java,get command token,"@ override public  string   (  )  {  return ""remove - limits"" ;   }  ",13,3,get,1,[]
44,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\RateLimitsRemover.java,get command token,"@ override public  string   (  )  {  return ""remove - limits"" ;   }  ",13,3,command,2,[]
45,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\RateLimitsRemover.java,get command token,"@ override public  string   (  )  {  return ""remove - limits"" ;   }  ",13,3,token,3,[]
46,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\RateLimitsRemover.java,perform,"@ override public  command result   (  string[] arguments )  {  if  ( arguments . length  !  =  2 )   {  return new  invalid arguments ( "" the limits remover expects two string arguments . "" )  ;   }   command result result ;  try  {  final  repose local ",47,1,perform,1,[]
47,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\ReposeJMXClient.java, reposejmx client,"public   (  string port )  throws io exception   malformed object name exception  {  final  string jmx rmi url = ""service:jmx:rmi: /  /  / jndi / rmi: /  / :""  +  port  +  "" / jmxrmi"" ;  final jmx serviceurl url = new jmx serviceurl ( jmx rmi url )  ;  final jmx connector jmxc = jmx connector factory . connect ( url null )  ;  final m bean server connection repose connection = jmxc . getm bean server connection (  )  ;  repose local cachem bean proxy = jmx . newm bean proxy ( repose connection new  object name ( repose   local   cache   object   name )   repose local cachem bean . class true )  ;   }  ",116,2,reposejmx,1,[]
48,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\ReposeJMXClient.java, reposejmx client,"public   (  string port )  throws io exception   malformed object name exception  {  final  string jmx rmi url = ""service:jmx:rmi: /  /  / jndi / rmi: /  / :""  +  port  +  "" / jmxrmi"" ;  final jmx serviceurl url = new jmx serviceurl ( jmx rmi url )  ;  final jmx connector jmxc = jmx connector factory . connect ( url null )  ;  final m bean server connection repose connection = jmxc . getm bean server connection (  )  ;  repose local cachem bean proxy = jmx . newm bean proxy ( repose connection new  object name ( repose   local   cache   object   name )   repose local cachem bean . class true )  ;   }  ",116,2,client,2,[]
49,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\ReposeJMXClient.java,remove all cache data,@ override public void   (  )  {  repose local cachem bean proxy . remove all cache data (  )  ;   }  ,21,4,remove,1,[14]
50,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\ReposeJMXClient.java,remove all cache data,@ override public void   (  )  {  repose local cachem bean proxy . remove all cache data (  )  ;   }  ,21,4,all,2,[15]
51,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\ReposeJMXClient.java,remove all cache data,@ override public void   (  )  {  repose local cachem bean proxy . remove all cache data (  )  ;   }  ,21,4,cache,3,[16]
52,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\ReposeJMXClient.java,remove all cache data,@ override public void   (  )  {  repose local cachem bean proxy . remove all cache data (  )  ;   }  ,21,4,data,4,[17]
53,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\ReposeJMXClient.java,remove groups,@ override public boolean   (  string tenant id  string token )  {  return repose local cachem bean proxy . remove groups ( tenant id token )  ;   }  ,28,2,remove,1,[20]
54,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\ReposeJMXClient.java,remove groups,@ override public boolean   (  string tenant id  string token )  {  return repose local cachem bean proxy . remove groups ( tenant id token )  ;   }  ,28,2,groups,2,[21]
55,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\ReposeJMXClient.java,remove limits,@ override public boolean   (  string encoded user id )  {  return repose local cachem bean proxy . remove limits ( encoded user id )  ;   }  ,27,2,remove,1,[19]
56,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\ReposeJMXClient.java,remove limits,@ override public boolean   (  string encoded user id )  {  return repose local cachem bean proxy . remove limits ( encoded user id )  ;   }  ,27,2,limits,2,[20]
57,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\ReposeJMXClient.java,remove token and roles,@ override public boolean   (  string tenant id  string token )  {  return repose local cachem bean proxy . remove token and roles ( tenant id token )  ;   }  ,30,4,remove,1,[20]
58,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\ReposeJMXClient.java,remove token and roles,@ override public boolean   (  string tenant id  string token )  {  return repose local cachem bean proxy . remove token and roles ( tenant id token )  ;   }  ,30,4,token,2,"[10, 21, 27]"
59,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\ReposeJMXClient.java,remove token and roles,@ override public boolean   (  string tenant id  string token )  {  return repose local cachem bean proxy . remove token and roles ( tenant id token )  ;   }  ,30,4,and,3,[22]
60,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\datastore\local\ReposeJMXClient.java,remove token and roles,@ override public boolean   (  string tenant id  string token )  {  return repose local cachem bean proxy . remove token and roles ( tenant id token )  ;   }  ,30,4,roles,4,[23]
61,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\InvalidArguments.java, invalid arguments,public   (  string message )  {  super ( message )  ;   }  ,12,2,invalid,1,[]
62,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\InvalidArguments.java, invalid arguments,public   (  string message )  {  super ( message )  ;   }  ,12,2,arguments,2,[]
63,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\InvalidArguments.java,get status code,@ override public int   (  )  {  return  status codes . invalid   arguments ;   }  ,15,3,get,1,[]
64,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\InvalidArguments.java,get status code,@ override public int   (  )  {  return  status codes . invalid   arguments ;   }  ,15,3,status,2,[9]
65,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\InvalidArguments.java,get status code,@ override public int   (  )  {  return  status codes . invalid   arguments ;   }  ,15,3,code,3,[]
66,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\CommandFailure.java, command failure,public   ( int status code  string message )  {  this . status code = status code ;  this . message = message ;   }  ,24,2,command,1,[]
67,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\CommandFailure.java, command failure,public   ( int status code  string message )  {  this . status code = status code ;  this . message = message ;   }  ,24,2,failure,2,[]
68,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\CommandFailure.java,get status code,@ override public int   (  )  {  return status code ;   }  ,12,3,get,1,[]
69,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\CommandFailure.java,get status code,@ override public int   (  )  {  return status code ;   }  ,12,3,status,2,[9]
70,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\CommandFailure.java,get status code,@ override public int   (  )  {  return status code ;   }  ,12,3,code,3,[10]
71,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\CommandFailure.java,get string result,@ override public  string   (  )  {  return message ;   }  ,11,3,get,1,[]
72,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\CommandFailure.java,get string result,@ override public  string   (  )  {  return message ;   }  ,11,3,string,2,[4]
73,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\CommandFailure.java,get string result,@ override public  string   (  )  {  return message ;   }  ,11,3,result,3,[]
74,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\CommandDriver.java, command driver,public   (  command command  string[] args )  {  this . my command = command ;  this . args =  arrays . copy of ( args args . length )  ;   }  ,31,2,command,1,"[3, 4, 12, 14]"
75,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\CommandDriver.java, command driver,public   (  command command  string[] args )  {  this . my command = command ;  this . args =  arrays . copy of ( args args . length )  ;   }  ,31,2,driver,2,[]
76,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\CommandDriver.java,go,public  command result   (  )  {  return args . length  >  0  ?  next command ( args[0] )  : my command . perform ( args )  ;   }  ,28,1,go,1,[]
77,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\CommandDriver.java,main,"@ suppress warnings (  { ""squid:s106"" ""pmd .  system println"" ""squid:s1147"" }  )  public static void   (  string[] args )  {  final  command result result = new  command driver ( new  root command line (  )  args )  . go (  )  ;  if  (  string utils . is ",49,1,main,1,[]
78,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\CommandDriver.java,next command,public  command result   (  string next argument )  {  if  (  string utils . is blank ( next argument )  )   {  throw new  illegal argument exception (  )  ;   }  for  (   command available command : my command . available commands (  )  )   {  if  ( available command . get command token (  )  . equals ignore case ( next argument )  )   {  return new  command driver ( available command  arrays . copy of range ( args 1 args . length )  )  . go (  )  ;   }   }  return my command . perform ( args )  ;   }  ,103,2,next,1,"[6, 18, 62]"
79,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\CommandDriver.java,next command,public  command result   (  string next argument )  {  if  (  string utils . is blank ( next argument )  )   {  throw new  illegal argument exception (  )  ;   }  for  (   command available command : my command . available commands (  )  )   {  if  ( available command . get command token (  )  . equals ignore case ( next argument )  )   {  return new  command driver ( available command  arrays . copy of range ( args 1 args . length )  )  . go (  )  ;   }   }  return my command . perform ( args )  ;   }  ,103,2,command,2,"[2, 34, 36, 39, 50, 53, 69, 73, 96]"
80,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\MessageResult.java, message result,public   (  string message )  {  this . message = message ;   }  ,13,2,message,1,"[4, 9, 11]"
81,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\MessageResult.java, message result,public   (  string message )  {  this . message = message ;   }  ,13,2,result,2,[]
82,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\MessageResult.java,get status code,@ override public int   (  )  {  return  status codes . ok ;   }  ,14,3,get,1,[]
83,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\MessageResult.java,get status code,@ override public int   (  )  {  return  status codes . ok ;   }  ,14,3,status,2,[9]
84,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\MessageResult.java,get status code,@ override public int   (  )  {  return  status codes . ok ;   }  ,14,3,code,3,[]
85,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\MessageResult.java,get string result,@ override public  string   (  )  {  return message ;   }  ,11,3,get,1,[]
86,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\MessageResult.java,get string result,@ override public  string   (  )  {  return message ;   }  ,11,3,string,2,[4]
87,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\command\results\MessageResult.java,get string result,@ override public  string   (  )  {  return message ;   }  ,11,3,result,3,[]
88,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\RootCommandLine.java,available commands,@ override public  command[]   (  )  {  return new  command[] { new  distributed datastore command list (  )  new  local datastore command list (  )  }  ;   }  ,28,2,available,1,[]
89,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\RootCommandLine.java,available commands,@ override public  command[]   (  )  {  return new  command[] { new  distributed datastore command list (  )  new  local datastore command list (  )  }  ;   }  ,28,2,commands,2,[]
90,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\RootCommandLine.java,get command description,"@ override public  string   (  )  {  throw new  unsupported operation exception ( "" root command has no description . "" )  ;   }  ",24,3,get,1,[]
91,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\RootCommandLine.java,get command description,"@ override public  string   (  )  {  throw new  unsupported operation exception ( "" root command has no description . "" )  ;   }  ",24,3,command,2,[16]
92,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\RootCommandLine.java,get command description,"@ override public  string   (  )  {  throw new  unsupported operation exception ( "" root command has no description . "" )  ;   }  ",24,3,description,3,[19]
93,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\RootCommandLine.java,get command token,"@ override public  string   (  )  {  throw new  unsupported operation exception ( "" root command has no token . "" )  ;   }  ",24,3,get,1,[]
94,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\RootCommandLine.java,get command token,"@ override public  string   (  )  {  throw new  unsupported operation exception ( "" root command has no token . "" )  ;   }  ",24,3,command,2,[16]
95,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\main\java\org\openrepose\cli\RootCommandLine.java,get command token,"@ override public  string   (  )  {  throw new  unsupported operation exception ( "" root command has no token . "" )  ;   }  ",24,3,token,3,[19]
96,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\test\java\org\openrepose\cli\RootCommandLineTest.java,should return command array,@ test public void   (  )  {  assert not null ( commands )  ;   }  ,15,4,should,1,[]
97,C:\Users\User\Desktop\Thesis\repose\repose-aggregator\artifacts\cli-utils\src\test\java\org\openrepose\cli\RootCommandLineTest.java,should return command array,@ test public void   (  )  {  assert not null ( commands )  ;   }  ,15,4,return,2,[]
