ProjectName,methodName,methodBody
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get ensemble provider, ensemble provider   (  )  {  return ensemble provider ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get instance index,long   (  )  {  return instance index . get (  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get last negotiated session timeout ms,int   (  )  {  return last negotiated session timeout ms . get (  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get session id,public long   (  )  {  long session id = 0 ;  try  {   zoo keeper zk = zoo keeper . get zoo keeper (  )  ;  if  ( zk  !  =  null )   {  session id = zk . get session id (  )  ;   }   }  catch  (   exception e )   {   }  return session id ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,get zoo keeper," zoo keeper   (  )  throws  exception  {  if  (  session fail retry loop . session for thread has failed (  )  )   {  throw new  session fail retry loop .  session failed exception (  )  ;   }   exception exception = background exceptions . poll (  )  ;  if  ( exception  !  =  null )   {  new  event trace ( ""background - exceptions"" tracer . get (  )  )  . commit (  )  ;  throw exception ;   }  boolean local is connected = is connected . get (  )  ;  if  (  ! local is connected )   {  check timeouts (  )  ;   }  return zoo keeper . get zoo keeper (  )  ;   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,handle expired session,"private void   (  )  {  log . warn ( "" session expired event received"" )  ;  new  event trace ( ""session - expired"" tracer . get (  )  get session id (  )  )  . commit (  )  ;  try  {  reset (  )  ;   }  catch  (   exception e )   {   thread utils . check interrupted ( e )  ;  queue background exception ( e )  ;   }   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,handle new connection string,"private void   (  string new connection string )  {  log . info ( "" connection string changed to: ""  +  new connection string )  ;  new  event trace ( ""connection - string - changed"" tracer . get (  )  get session id (  )  )  . commit (  )  ;  try  {   zoo keeper zoo keeper = this . zoo keeper . get zoo keeper (  )  ;  if  ( zoo keeper  =  =  null )   {  log . warn ( "" could not update the connection string because get zoo keeper (  )  returned null . "" )  ;   }  else  {  if  ( ensemble provider . update server list enabled (  )  )   {  zoo keeper . update server list ( new connection string )  ;   }  else  {  reset (  )  ;   }   }   }  catch  (   exception e )   {   thread utils . check interrupted ( e )  ;  queue background exception ( e )  ;   }   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,is connected,boolean   (  )  {  return is connected . get (  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,process,"@ override public void   (  watched event event )  {  if  ( log   events )   {  log . debug ( "" connect state watcher: ""  +  event )  ;   }  if  ( event . get type (  )   =  =   watcher .  event .  event type .  none )   {  boolean was connected = is conn"
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,queue background exception,"@ suppress warnings (  { "" throwable result of method call ignored"" }  )  private void   (  exception e )  {  while  ( background exceptions . size (  )   >  =  max   background   exceptions )   {  background exceptions . poll (  )  ;   }  background exce"
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,remove parent watcher,void   (  watcher watcher )  {  parent watchers . remove ( watcher )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,reset,"synchronized void   (  )  throws  exception  {  log . debug ( ""reset"" )  ;  instance index . increment and get (  )  ;  is connected . set ( false )  ;  connection start ms =  system . current time millis (  )  ;  zoo keeper . close and reset (  )  ;  zoo keeper . get zoo keeper (  )  ;   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ConnectionState.java,start,"void   (  )  throws  exception  {  log . debug ( "" starting"" )  ;  ensemble provider . start (  )  ;  reset (  )  ;   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\EventTrace.java, event trace,public   (  string name  tracer driver driver long session id )  {  this . name = name ;  this . driver = driver ;  this . session id = session id ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\EventTrace.java,commit,public void   (  )  {  if  ( this . driver instanceof  advanced tracer driver )   {   (  (  advanced tracer driver ) this . driver )  . add event ( this )  ;   }  else  {  this . driver . add count ( this . name 1 )  ;   }   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\EventTrace.java,get name,public  string   (  )  {  return this . name ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\EventTrace.java,get session id,public long   (  )  {  return this . session id ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java, curator zookeeper client,"public   (  zookeeper factory zookeeper factory  ensemble provider ensemble provider int session timeout ms int connection timeout ms  watcher watcher  retry policy retry policy boolean can be read only  connection handling policy connection handling policy )  {  this . connection handling policy = connection handling policy ;  if  ( session timeout ms  <  connection timeout ms )   {  log . warn (  string . format ( ""session timeout [%d] is less than connection timeout [%d]"" session timeout ms connection timeout ms )  )  ;   }  retry policy =  preconditions . check not null ( retry policy ""retry policy cannot be null"" )  ;  ensemble provider =  preconditions . check not null ( ensemble provider ""ensemble provider cannot be null"" )  ;  this . connection timeout ms = connection timeout ms ;  state = new  connection state ( zookeeper factory ensemble provider session timeout ms connection timeout ms watcher tracer can be read only connection handling policy )  ;  set retry policy ( retry policy )  ;   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,add parent watcher,void   (  watcher watcher )  {  state . add parent watcher ( watcher )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,block until connected or timed out,"public boolean   (  )  throws  interrupted exception  {   preconditions . check state ( started . get (  )  "" client is not started"" )  ;  log . debug ( ""block until connected or timed out (  )  start"" )  ;   operation trace trace = start advanced tracer ( ""block until connected or timed out"" )  ;  internal block until connected or timed out (  )  ;  trace . commit (  )  ;  boolean local is connected = state . is connected (  )  ;  log . debug ( ""block until connected or timed out (  )  end .  is connected: ""  +  local is connected )  ;  return local is connected ;   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,close,"public void   (  )  {  log . debug ( "" closing"" )  ;  started . set ( false )  ;  try  {  state . close (  )  ;   }  catch  (  io exception e )   {   thread utils . check interrupted ( e )  ;  log . error ( """" e )  ;   }   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,get connection handling policy,public  connection handling policy   (  )  {  return connection handling policy ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,get connection timeout ms,public int   (  )  {  return connection timeout ms ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,get current connection string,public  string   (  )  {  return state . get ensemble provider (  )  . get connection string (  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,get instance index,public long   (  )  {  return state . get instance index (  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,get last negotiated session timeout ms,public int   (  )  {  return state . get last negotiated session timeout ms (  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,get retry policy,public  retry policy   (  )  {  return retry policy . get (  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,get tracer driver,public  tracer driver   (  )  {  return tracer . get (  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,get zoo keeper,"public  zoo keeper   (  )  throws  exception  {   preconditions . check state ( started . get (  )  "" client is not started"" )  ;  return state . get zoo keeper (  )  ;   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,internal block until connected or timed out,public void   (  )  throws  interrupted exception  {  long wait time ms = connection timeout ms ;  while  (  ! state . is connected (  )  &&  ( wait time ms  >  0 )  )   {  final  count down latch latch = new  count down latch ( 1 )  ;   watcher temp watcher = new  watcher (  )  {  @ override public void process (   watched event event )  {  latch . count down (  )  ;   }   }   ;  state . add parent watcher ( temp watcher )  ;  long start time ms =  system . current time millis (  )  ;  try  {  latch . await ( 1  time unit . seconds )  ;   }  finally  {  state . remove parent watcher ( temp watcher )  ;   }  long elapsed =  math . max ( 1  system . current time millis (  )   -  start time ms )  ;  wait time ms -  = elapsed ;   }   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,is connected,public boolean   (  )  {  return state . is connected (  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,new retry loop,public  retry loop   (  )  {  return new  retry loop ( retry policy . get (  )  tracer )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,new session fail retry loop,public  session fail retry loop   (  session fail retry loop .  mode mode )  {  return new  session fail retry loop ( this mode )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,process,@ override public void   (  watched event event )  {  latch . count down (  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,remove parent watcher,void   (  watcher watcher )  {  state . remove parent watcher ( watcher )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,reset,public void   (  )  throws  exception  {  state . reset (  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,set retry policy,"public void   (  retry policy policy )  {   preconditions . check not null ( policy ""policy cannot be null"" )  ;  retry policy . set ( policy )  ;   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,set tracer driver,public void   (  tracer driver tracer )  {  this . tracer . set ( tracer )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,start,"public void   (  )  throws  exception  {  log . debug ( "" starting"" )  ;  if  (  ! started . compare and set ( false true )  )   {  throw new  illegal state exception ( "" already started"" )  ;   }  state . start (  )  ;   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,start advanced tracer,public  operation trace   (  string name )  {  return new  operation trace ( name tracer . get (  )  state . get session id (  )  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\CuratorZookeeperClient.java,start tracer,public  time trace   (  string name )  {  return new  time trace ( name tracer . get (  )  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java, operation trace,public   (  string name  tracer driver driver long session id )  {  this . name = name ;  this . driver = driver ;  this . session id = session id ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,commit,public void   (  )  {  long elapsed =  system . nano time (  )   -  start time nanos ;  this . latency ms =  time unit . milliseconds . convert ( elapsed  time unit . nanoseconds )  ;  if  ( this . driver instanceof  advanced tracer driver )   {   (  (  advanced tracer driver ) this . driver )  . add trace ( this )  ;   }  else  {  this . driver . add trace ( this . name elapsed  time unit . nanoseconds )  ;   }   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,get latency ms,public long   (  )  {  return this . latency ms ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,get name,public  string   (  )  {  return this . name ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,get path,public  string   (  )  {  return this . path ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,get request bytes length,public long   (  )  {  return this . request bytes length ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,get response bytes length,public long   (  )  {  return this . response bytes length ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,get return code,public int   (  )  {  return this . return code ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,get session id,public long   (  )  {  return this . session id ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,get stat,public  stat   (  )  {  return this . stat ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,is with watcher,public boolean   (  )  {  return this . with watcher ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,set path,public  operation trace   (  string path )  {  this . path = path ;  return this ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,set request bytes length,public  operation trace   ( byte[] data )  {  if  ( data  =  =  null )   {  return this ;   }  return this . set request bytes length ( data . length )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,set response bytes length,public  operation trace   ( byte[] data )  {  if  ( data  =  =  null )   {  return this ;   }  return this . set response bytes length ( data . length )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,set return code,public  operation trace   ( int return code )  {  this . return code = return code ;  return this ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,set stat,public  operation trace   (  stat stat )  {  this . stat = stat ;  return this ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\drivers\OperationTrace.java,set with watcher,public  operation trace   ( boolean with watcher )  {  this . with watcher = with watcher ;  return this ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\DefaultExhibitorRestClient.java, default exhibitor rest client,public   ( boolean use ssl )  {  this . use ssl = use ssl ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\DefaultExhibitorRestClient.java,get raw,"@ override public  string   (  string hostname int port  string uri path  string mime type )  throws  exception  {  uri uri = new uri ( use ssl  ?  ""https"" : ""http"" null hostname port uri path null null )  ;   httpurl connection connection =  (  httpurl c"
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\Exhibitors.java, exhibitors,"public   (  collection <  string >  hostnames int rest port  backup connection string provider backup connection string provider )  {  this . backup connection string provider =  preconditions . check not null ( backup connection string provider ""backup connection string provider cannot be null"" )  ;  this . hostnames =  immutable list . copy of ( hostnames )  ;  this . rest port = rest port ;   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\Exhibitors.java,get backup connection string,public  string   (  )  throws  exception  {  return backup connection string provider . get backup connection string (  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\Exhibitors.java,get hostnames,public  collection <  string >    (  )  {  return hostnames ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\Exhibitors.java,get rest port,public int   (  )  {  return rest port ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\HandleHolder.java, handle holder,  (  zookeeper factory zookeeper factory  watcher watcher  ensemble provider ensemble provider int session timeout boolean can be read only )  {  this . zookeeper factory = zookeeper factory ;  this . watcher = watcher ;  this . ensemble provider = ensemble provider ;  this . session timeout = session timeout ;  this . can be read only = can be read only ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\HandleHolder.java,close and clear,void   (  )  throws  exception  {  internal close (  )  ;  helper = null ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\HandleHolder.java,close and reset,void   (  )  throws  exception  {  internal close (  )  ;  helper = new  helper (  )  {  private volatile  zoo keeper zoo keeper handle = null ;  private volatile  string connection string = null ;  @ override public  zoo keeper get zoo keeper (  )  throws  exception  {  synchronized  ( this )   {  if  ( zoo keeper handle  =  =  null )   {  connection string = ensemble provider . get connection string (  )  ;  zoo keeper handle = zookeeper factory . new zoo keeper ( connection string session timeout watcher can be read only )  ;   }  helper = new  helper (  )  {  @ override public  zoo keeper get zoo keeper (  )  throws  exception  {  return zoo keeper handle ;   }  @ override public  string get connection string (  )  {  return connection string ;   }  @ override public int get negotiated session timeout ms (  )  {  return  ( zoo keeper handle  !  =  null )   ?  zoo keeper handle . get session timeout (  )  : 0 ;   }   }   ;  return zoo keeper handle ;   }   }  @ override public  string get connection string (  )  {  return connection string ;   }  @ override public int get negotiated session timeout ms (  )  {  return  ( zoo keeper handle  !  =  null )   ?  zoo keeper handle . get session timeout (  )  : 0 ;   }   }   ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\HandleHolder.java,get connection string,@ override public  string   (  )  {  return connection string ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\HandleHolder.java,get negotiated session timeout ms,@ override public int   (  )  {  return  ( zoo keeper handle  !  =  null )   ?  zoo keeper handle . get session timeout (  )  : 0 ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\HandleHolder.java,get new connection string, string   (  )  {   string helper connection string =  ( helper  !  =  null )   ?  helper . get connection string (  )  : null ;  return  (  ( helper connection string  !  =  null )  &&  ! ensemble provider . get connection string (  )  . equals ( helper connection string )  )   ?  helper connection string : null ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\HandleHolder.java,get zoo keeper,@ override public  zoo keeper   (  )  throws  exception  {  return zoo keeper handle ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\HandleHolder.java,internal close,private void   (  )  throws  exception  {  try  {   zoo keeper zoo keeper =  ( helper  !  =  null )   ?  helper . get zoo keeper (  )  : null ;  if  ( zoo keeper  !  =  null )   {   watcher dummy watcher = new  watcher (  )  {  @ override public void process (   watched event event )  {   }   }   ;  zoo keeper . register ( dummy watcher )  ;  zoo keeper . close (  )  ;   }   }  catch  (   interrupted exception dummy )   {   thread . current thread (  )  . interrupt (  )  ;   }   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\ExhibitorEnsembleProvider.java, exhibitor ensemble provider,public   (  exhibitors exhibitors  exhibitor rest client rest client  string rest uri path int polling ms  retry policy retry policy )  {  this . exhibitors . set ( exhibitors )  ;  this . master exhibitors . set ( exhibitors )  ;  this . rest client = rest client ;  this . rest uri path = rest uri path ;  this . polling ms = polling ms ;  this . retry policy = retry policy ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\ExhibitorEnsembleProvider.java,close,"@ override public void   (  )  throws io exception  {   preconditions . check state ( state . compare and set (  state . started  state . closed )  "" already closed or has not been started"" )  ;  service . shutdown now (  )  ;   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\ExhibitorEnsembleProvider.java,decode exhibitor list,"private static  map <  string  string >    (  string str )  throws  unsupported encoding exception  {   map <  string  string >  values =  maps . new hash map (  )  ;  for  (   string spec : str . split ( ""&"" )  )   {   string[] parts = spec . split ( "" = "" )  ;  if  ( parts . length  =  =  2 )   {  values . put ( parts[0] url decoder . decode ( parts[1] ""utf - 8"" )  )  ;   }   }  return values ;   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\ExhibitorEnsembleProvider.java,get backup connection string,@ override public  string   (  )  throws  exception  {  return master exhibitors . get (  )  . get backup connection string (  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\ExhibitorEnsembleProvider.java,get connection string,@ override public  string   (  )  {  return connection string . get (  )  ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\ExhibitorEnsembleProvider.java,get count from values,private int   (  map <  string  string >  values )  {  try  {  return  integer . parse int ( values . get ( value   count )  )  ;   }  catch  (   number format exception e )   {   }  return 0 ;   }  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\ExhibitorEnsembleProvider.java,new values,"private  map <  string  string >    (  )  {   map <  string  string >  values =  maps . new hash map (  )  ;  values . put ( value   count ""0"" )  ;  return values ;   }  "
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\ExhibitorEnsembleProvider.java,poll,@ visible for testing protected void   (  )  {   exhibitors local exhibitors = exhibitors . get (  )  ;   map <  string  string >  values = query exhibitors ( local exhibitors )  ;  int count = get count from values ( values )  ;  if  ( count  =  =  0 )  
C:\Users\User\Desktop\Thesis\curator\curator-client\src\main\java\org\apache\curator\ensemble\exhibitor\ExhibitorEnsembleProvider.java,poll for initial ensemble,"public void   (  )  throws  exception  {   preconditions . check state ( state . get (  )   =  =   state . latent "" cannot be called after start (  ) "" )  ;  poll (  )  ;   }  "
